CSDUID,DAUID
1009030,10090125
1010042,10100061
1010801,10100062
1010042,10100063
1010022,10100065
1010802,10100066
1010025,10100067
1010025,10100068
1010025,10100069
1010025,10100070
1010025,10100071
1010025,10100072
1010025,10100073
1010025,10100074
1010025,10100075
1010025,10100076
1010025,10100077
1010025,10100078
1010025,10100079
1010025,10100080
1010025,10100081
1010029,10100082
1010034,10100083
1010034,10100084
1010034,10100085
1010034,10100086
1010032,10100087
1010032,10100088
1010032,10100089
1010032,10100090
1010032,10100091
1010032,10100092
1010032,10100093
1010032,10100094
1010032,10100095
1010032,10100096
1010032,10100097
1010032,10100098
1010032,10100099
1010032,10100100
1010032,10100101
1010008,10100102
1010011,10100103
1010010,10100104
1010013,10100105
1010012,10100106
1010009,10100107
1010001,10100108
1010005,10100109
1010002,10100110
1010006,10100111
1010007,10100112
1010003,10100113
1010004,10100114
1010802,10100115
1010020,10100116
1011040,10110001
1011035,10110002
1011035,10110003
1011030,10110004
1011005,10110005
1011020,10110006
1011015,10110007
1011010,10110008
1101036,11010043
1101036,11010044
1101045,11010051
1101045,11010057
1101045,11010058
1101045,11010059
1101045,11010060
1101045,11010069
1101004,11010070
1101002,11010073
1101050,11010076
1101048,11010077
1101044,11010080
1101030,11010084
1101027,11010097
1101045,11010104
1101033,11010109
1101045,11010110
1101040,11010114
1101045,11010133
1101043,11010141
1101037,11010142
1101003,11010148
1101025,11010153
1101045,11010175
1101052,11010178
1101005,11010191
1101035,11010193
1101035,11010194
1101035,11010195
1101045,11010196
1101045,11010197
1101043,11010198
1101005,11010199
1101005,11010200
1101045,11010203
1101045,11010204
1101045,11010206
1101020,11010208
1102059,11020116
1102057,11020119
1102050,11020127
1102055,11020128
1102055,11020129
1102075,11020130
1102075,11020131
1102075,11020132
1102075,11020133
1102075,11020134
1102075,11020135
1102075,11020136
1102075,11020137
1102075,11020138
1102075,11020139
1102075,11020140
1102075,11020141
1102075,11020142
1102075,11020143
1102075,11020144
1102075,11020145
1102075,11020146
1102075,11020147
1102075,11020148
1102075,11020149
1102075,11020150
1102075,11020151
1102075,11020152
1102075,11020153
1102075,11020154
1102075,11020155
1102075,11020156
1102075,11020157
1102075,11020158
1102075,11020159
1102075,11020160
1102075,11020161
1102075,11020162
1102075,11020163
1102075,11020164
1102075,11020165
1102075,11020166
1102075,11020167
1102075,11020168
1102075,11020169
1102075,11020170
1102075,11020171
1102075,11020172
1102075,11020173
1102075,11020174
1102075,11020175
1102075,11020176
1102075,11020177
1102075,11020178
1102075,11020179
1102075,11020180
1102075,11020181
1102075,11020182
1102075,11020183
1102085,11020184
1102085,11020185
1102085,11020186
1102085,11020187
1102085,11020188
1102085,11020189
1102085,11020190
1102085,11020191
1102085,11020192
1102068,11020193
1102030,11020195
1102037,11020198
1102040,11020205
1102017,11020206
1102017,11020207
1102043,11020209
1102051,11020217
1102018,11020222
1102034,11020223
1102032,11020225
1102080,11020228
1102080,11020229
1102080,11020230
1102080,11020231
1102080,11020232
1102080,11020233
1102080,11020234
1102080,11020235
1102080,11020236
1102080,11020237
1102080,11020238
1102080,11020240
1102080,11020241
1102016,11020247
1102075,11020255
1102075,11020256
1102075,11020257
1102075,11020258
1102075,11020259
1102075,11020260
1102075,11020261
1102075,11020262
1102075,11020265
1102075,11020266
1102075,11020267
1102068,11020268
1102022,11020278
1102022,11020287
1102068,11020288
1102022,11020290
1102068,11020291
1102022,11020292
1102021,11020301
1102020,11020302
1102035,11020307
1102067,11020313
1102067,11020316
1102067,11020320
1102061,11020332
1102002,11020333
1102002,11020335
1102002,11020337
1102011,11020356
1102045,11020358
1102046,11020359
1102016,11020366
1102017,11020370
1102017,11020372
1102019,11020374
1102010,11020378
1102010,11020382
1102015,11020383
1102017,11020410
1102072,11020413
1102066,11020429
1102066,11020432
1102003,11020435
1102005,11020436
1102072,11020437
1102068,11020438
1102068,11020439
1102067,11020440
1102002,11020441
1102068,11020442
1102069,11020443
1102073,11020444
1102010,11020447
1102010,11020448
1102071,11020451
1102071,11020452
1102071,11020453
1102017,11020454
1102017,11020455
1102017,11020456
1102018,11020457
1102018,11020458
1102016,11020459
1102016,11020460
1102016,11020461
1102073,11020466
1102073,11020467
1102064,11020472
1102064,11020473
1102064,11020474
1102070,11020475
1102040,11020477
1102013,11020478
1102080,11020480
1102016,11020481
1103061,11030073
1103059,11030074
1103063,11030079
1103062,11030080
1103057,11030081
1103052,11030086
1103052,11030087
1103065,11030090
1103042,11030091
1103042,11030092
1103065,11030093
1103065,11030095
1103035,11030100
1103033,11030103
1103024,11030112
1103025,11030114
1103025,11030115
1103025,11030116
1103025,11030117
1103025,11030118
1103025,11030119
1103025,11030120
1103025,11030121
1103025,11030122
1103025,11030123
1103025,11030124
1103025,11030125
1103025,11030126
1103025,11030127
1103018,11030128
1103025,11030129
1103067,11030130
1103025,11030131
1103025,11030132
1103025,11030133
1103025,11030134
1103025,11030135
1103025,11030136
1103025,11030137
1103025,11030138
1103025,11030139
1103025,11030140
1103025,11030141
1103025,11030142
1103067,11030145
1103014,11030149
1103067,11030151
1103067,11030152
1103015,11030154
1103015,11030155
1103005,11030158
1103005,11030159
1103008,11030163
1103040,11030169
1103067,11030175
1103067,11030176
1103023,11030178
1103025,11030180
1103025,11030182
1103020,11030188
1103022,11030189
1103065,11030194
1103043,11030209
1103043,11030210
1103039,11030214
1103055,11030229
1103061,11030234
1103053,11030235
1103061,11030237
1103060,11030238
1103050,11030240
1103061,11030242
1103061,11030244
1103061,11030247
1103061,11030251
1103065,11030262
1103065,11030264
1103066,11030265
1103007,11030266
1103067,11030267
1103007,11030268
1103067,11030269
1103020,11030274
1103040,11030275
1103002,11030289
1103003,11030291
1103067,11030292
1103067,11030293
1103003,11030294
1103004,11030297
1103014,11030300
1103068,11030301
1103040,11030303
1103063,11030304
1103063,11030305
1103003,11030307
1103020,11030308
1103064,11030313
1103064,11030314
1103064,11030315
1103065,11030316
1103064,11030318
1103020,11030320
1103027,11030322
1103067,11030323
1103067,11030324
1103014,11030326
1103021,11030327
1103059,11030328
1103029,11030329
1103003,11030330
1103007,11030331
1201006,12010030
1201008,12010031
1201008,12010032
1201008,12010033
1201008,12010034
1201006,12010035
1201006,12010036
1201006,12010037
1201006,12010038
1201001,12010039
1201006,12010040
1201001,12010041
1201001,12010042
1201001,12010043
1201001,12010044
1201001,12010045
1201001,12010046
1201001,12010047
1201001,12010048
1201001,12010049
1201004,12010050
1201001,12010051
1201001,12010052
1201006,12010053
1201006,12010054
1201009,12010055
1201006,12010056
1202004,12020043
1202004,12020044
1202004,12020045
1202004,12020046
1202004,12020047
1202004,12020048
1202004,12020049
1202004,12020050
1202004,12020051
1202006,12020052
1202006,12020053
1202006,12020054
1202006,12020055
1202006,12020056
1202006,12020057
1202006,12020058
1202006,12020059
1202006,12020060
1202006,12020061
1202006,12020062
1202006,12020063
1202006,12020064
1202004,12020065
1202040,12020066
1202004,12020067
1202004,12020068
1202004,12020069
1202006,12020070
1202004,12020071
1202001,12020072
1202001,12020073
1202001,12020074
1202001,12020075
1202001,12020076
1202001,12020077
1202004,12020078
1202004,12020079
1202001,12020080
1202001,12020081
1202001,12020082
1202001,12020083
1202001,12020084
1202001,12020085
1202001,12020086
1202001,12020087
1203004,12030040
1203006,12030041
1203006,12030042
1203006,12030043
1203006,12030044
1203004,12030045
1203004,12030046
1203004,12030047
1203004,12030048
1203004,12030051
1203004,12030052
1203004,12030053
1203004,12030054
1203004,12030055
1203004,12030056
1203004,12030057
1203001,12030058
1203001,12030059
1203001,12030060
1203001,12030061
1203001,12030062
1203001,12030063
1203001,12030064
1203004,12030065
1203004,12030066
1203004,12030067
1203001,12030068
1203001,12030069
1203001,12030070
1203001,12030071
1203001,12030072
1203001,12030073
1203001,12030074
1203001,12030075
1203001,12030076
1203001,12030077
1203001,12030078
1203004,12030079
1203009,12030082
1204010,12040025
1204015,12040026
1204010,12040028
1204010,12040029
1204010,12040030
1204009,12040031
1204010,12040033
1204010,12040034
1204010,12040035
1204010,12040036
1204010,12040037
1204010,12040038
1204010,12040039
1204010,12040040
1204010,12040041
1204010,12040042
1204010,12040043
1204010,12040044
1204010,12040045
1204010,12040046
1204010,12040047
1204010,12040048
1204010,12040049
1204001,12040050
1204010,12040051
1204001,12040052
1204010,12040053
1205014,12050044
1205014,12050045
1205014,12050046
1205001,12050047
1205001,12050048
1205001,12050049
1205014,12050050
1205014,12050051
1205014,12050052
1205016,12050053
1205016,12050054
1205016,12050055
1205014,12050056
1205014,12050057
1205014,12050058
1205009,12050059
1205009,12050060
1205009,12050061
1205009,12050062
1205009,12050063
1205009,12050064
1205009,12050065
1205009,12050066
1205009,12050067
1205004,12050068
1205004,12050069
1205004,12050070
1205008,12050071
1205004,12050072
1205004,12050073
1205004,12050074
1205004,12050075
1205006,12050076
1205004,12050077
1205004,12050078
1205001,12050080
1205001,12050082
1205001,12050083
1205001,12050084
1205004,12050085
1205004,12050086
1205004,12050087
1205009,12050088
1205014,12050089
1205002,12050090
1205004,12050093
1206016,12060071
1206009,12060072
1206014,12060073
1206009,12060074
1206009,12060075
1206001,12060077
1206001,12060078
1206001,12060079
1206001,12060080
1206001,12060081
1206001,12060082
1206001,12060083
1206001,12060084
1206001,12060085
1206004,12060087
1206004,12060088
1206004,12060089
1206004,12060090
1206004,12060091
1206004,12060092
1206004,12060093
1206004,12060094
1206004,12060095
1206004,12060096
1206004,12060097
1206004,12060098
1206004,12060099
1206004,12060100
1206001,12060105
1206001,12060106
1206001,12060107
1206006,12060108
1206006,12060109
1206006,12060110
1206006,12060111
1206006,12060112
1206001,12060113
1206001,12060114
1206001,12060115
1206001,12060116
1206001,12060118
1206001,12060119
1206001,12060120
1206001,12060124
1206001,12060125
1206001,12060126
1206004,12060128
1206001,12060129
1206001,12060130
1206001,12060131
1206001,12060132
1206001,12060133
1206001,12060134
1206001,12060135
1206009,12060136
1206009,12060137
1206009,12060138
1206009,12060139
1206011,12060140
1206009,12060141
1206009,12060142
1206009,12060143
1206009,12060144
1206009,12060145
1206009,12060146
1206009,12060147
1206009,12060148
1206009,12060149
1206009,12060150
1206009,12060151
1206009,12060152
1206009,12060153
1206001,12060154
1206008,12060156
1206008,12060157
1206001,12060158
1206001,12060160
1206001,12060161
1206001,12060162
1206001,12060163
1206001,12060166
1206001,12060167
1206001,12060168
1206001,12060169
1206001,12060170
1206001,12060171
1206001,12060172
1206001,12060173
1206001,12060174
1206001,12060176
1206001,12060177
1206001,12060178
1206001,12060179
1206001,12060180
1206001,12060181
1206001,12060182
1206001,12060183
1206001,12060184
1206001,12060185
1206001,12060186
1206001,12060187
1206001,12060188
1206001,12060190
1207016,12070081
1207016,12070082
1207016,12070083
1207016,12070084
1207016,12070085
1207016,12070086
1207016,12070087
1207011,12070088
1207016,12070089
1207016,12070090
1207016,12070091
1207012,12070092
1207012,12070093
1207016,12070094
1207012,12070095
1207012,12070096
1207012,12070097
1207012,12070098
1207012,12070099
1207012,12070100
1207011,12070101
1207011,12070102
1207011,12070103
1207011,12070104
1207011,12070105
1207011,12070106
1207011,12070107
1207011,12070108
1207011,12070109
1207011,12070110
1207011,12070111
1207012,12070112
1207012,12070113
1207012,12070114
1207016,12070115
1207016,12070116
1207016,12070117
1207016,12070118
1207016,12070119
1207016,12070120
1207016,12070121
1207016,12070122
1207016,12070123
1207016,12070124
1207016,12070125
1207001,12070126
1207001,12070127
1207001,12070128
1207001,12070129
1207001,12070130
1207001,12070131
1207002,12070132
1207001,12070133
1207001,12070134
