CSDUID,DAUID
2481017,24810385
2481017,24810388
2481017,24810389
2481017,24810390
2481017,24810391
2481017,24810392
2481017,24810393
2481017,24810394
2481017,24810396
2481017,24810397
2481017,24810398
2481017,24810400
2481017,24810401
2481017,24810402
2481017,24810403
2481017,24810404
2481017,24810405
2481017,24810406
2481017,24810407
2481017,24810409
2481017,24810410
2481017,24810411
2481017,24810412
2481017,24810413
2481017,24810414
2481017,24810415
2481017,24810416
2481017,24810417
2481017,24810418
2481017,24810419
2481017,24810421
2481017,24810422
2481017,24810423
2481017,24810424
2481017,24810425
2481017,24810427
2481017,24810431
2481017,24810432
2481017,24810433
2481017,24810434
2481017,24810435
2481017,24810436
2481017,24810437
2481017,24810438
2481017,24810440
2481017,24810441
2481017,24810442
2481017,24810443
2481017,24810444
2481017,24810445
2481017,24810446
2481017,24810447
2481017,24810448
2481017,24810449
2481017,24810450
2481017,24810452
2481017,24810453
2481017,24810454
2481017,24810455
2481017,24810457
2481017,24810458
2481017,24810460
2481017,24810461
2481017,24810462
2481017,24810463
2481017,24810465
2481017,24810466
2481017,24810467
2481017,24810468
2481017,24810469
2481017,24810470
2481017,24810471
2481017,24810472
2482020,24820017
2482020,24820019
2482020,24820021
2482020,24820022
2482020,24820027
2482020,24820028
2482010,24820054
2482015,24820055
2482015,24820056
2482015,24820057
2482015,24820058
2482015,24820059
2482015,24820061
2482015,24820062
2482015,24820063
2482015,24820064
2482015,24820065
2482015,24820066
2482015,24820067
2482005,24820068
2482005,24820069
2482005,24820070
2482005,24820071
2482015,24820072
2482005,24820073
2482005,24820074
2482035,24820075
2482035,24820076
2482035,24820077
2482025,24820078
2482025,24820079
2482025,24820080
2482025,24820081
2482025,24820082
2482025,24820083
2482025,24820084
2482025,24820085
2482025,24820086
2482025,24820087
2482030,24820088
2482030,24820089
2482030,24820090
2482030,24820091
2482035,24820092
2482035,24820093
2482035,24820094
2482035,24820095
2482035,24820096
2482035,24820097
2482035,24820098
2482030,24820099
2482030,24820100
2482030,24820101
2482030,24820102
2482020,24820104
2482015,24820106
2482015,24820107
2482020,24820108
2482020,24820109
2482020,24820110
2482020,24820112
2482020,24820114
2483912,24830051
2483908,24830052
2483906,24830053
2483904,24830054
2483088,24830057
2483095,24830058
2483085,24830059
2483090,24830060
2483095,24830061
2483075,24830062
2483065,24830063
2483065,24830064
2483065,24830065
2483065,24830066
2483065,24830067
2483065,24830068
2483802,24830070
2483070,24830071
2483070,24830072
2483070,24830073
2483070,24830074
2483055,24830075
2483060,24830076
2483060,24830077
2483060,24830078
2483045,24830079
2483032,24830080
2483032,24830081
2483032,24830082
2483032,24830083
2483015,24830084
2483015,24830085
2483010,24830086
2483010,24830087
2483005,24830088
2483020,24830089
2483032,24830090
2483050,24830091
2483040,24830092
2483902,24830095
2483804,24830096
2483065,24830097
2483802,24830099
2484902,24840037
2484095,24840038
2484100,24840039
2484090,24840040
2484082,24840041
2484082,24840042
2484082,24840043
2484070,24840044
2484065,24840045
2484065,24840046
2484060,24840047
2484060,24840048
2484060,24840049
2484065,24840050
2484040,24840051
2484030,24840052
2484030,24840053
2484035,24840054
2484025,24840055
2484040,24840056
2484020,24840057
2484015,24840058
2484010,24840059
2484010,24840060
2484010,24840061
2484015,24840062
2484015,24840063
2484045,24840064
2484005,24840065
2484005,24840066
2484055,24840067
2484050,24840068
2484055,24840069
2484065,24840070
2485105,24850044
2485095,24850045
2485052,24850046
2485085,24850047
2485052,24850048
2485045,24850049
2485037,24850050
2485037,24850051
2485037,24850052
2485020,24850053
2485030,24850054
2485025,24850055
2485025,24850056
2485025,24850057
2485025,24850058
2485025,24850059
2485025,24850060
2485045,24850061
2485090,24850062
2485806,24850063
2485806,24850064
2485806,24850065
2485806,24850066
2485806,24850067
2485090,24850068
2485090,24850069
2485090,24850070
2485100,24850071
2485806,24850072
2485015,24850073
2485020,24850074
2485055,24850075
2485060,24850076
2485075,24850077
2485065,24850078
2485070,24850079
2485804,24850080
2485907,24850081
2485803,24850082
2485005,24850085
2485005,24850086
2485005,24850087
2485005,24850088
2485005,24850089
2485005,24850090
2485905,24850091
2485010,24850093
2485802,24850094
2486042,24860073
2486042,24860074
2486042,24860075
2486042,24860076
2486042,24860077
2486042,24860078
2486042,24860079
2486042,24860080
2486042,24860082
2486042,24860083
2486042,24860084
2486042,24860085
2486042,24860086
2486042,24860087
2486042,24860088
2486042,24860089
2486042,24860090
2486042,24860091
2486042,24860092
2486042,24860093
2486042,24860094
2486042,24860095
2486042,24860096
2486042,24860097
2486042,24860098
2486042,24860099
2486042,24860100
2486042,24860101
2486042,24860102
2486042,24860103
2486042,24860104
2486042,24860105
2486042,24860106
2486042,24860107
2486042,24860108
2486042,24860109
2486042,24860110
2486042,24860112
2486042,24860113
2486042,24860114
2486042,24860119
2486042,24860120
2486042,24860123
2486042,24860124
2486042,24860125
2486042,24860126
2486042,24860128
2486042,24860140
2486042,24860141
2486042,24860142
2486042,24860143
2486042,24860144
2486042,24860145
2486042,24860146
2486042,24860147
2486042,24860148
2486042,24860149
2486042,24860150
2486042,24860151
2486042,24860152
2486042,24860153
2486042,24860154
2486042,24860155
2486042,24860156
2486042,24860157
2486042,24860158
2486042,24860159
2486042,24860160
2487904,24870043
2487095,24870044
2487105,24870045
2487110,24870046
2487115,24870047
2487115,24870048
2487120,24870049
2487085,24870050
2487080,24870051
2487085,24870052
2487075,24870053
2487070,24870054
2487090,24870055
2487090,24870056
2487090,24870057
2487090,24870058
2487090,24870059
2487090,24870060
2487090,24870061
2487090,24870062
2487090,24870063
2487090,24870064
2487090,24870065
2487090,24870066
2487090,24870067
2487090,24870068
2487090,24870069
2487035,24870075
2487025,24870076
2487025,24870077
2487025,24870078
2487020,24870080
2487030,24870081
2487030,24870082
2487010,24870083
2487015,24870084
2487005,24870085
2487902,24870086
2487050,24870088
2487904,24870090
2487100,24870091
2487042,24870093
2487042,24870094
2487058,24870096
2487058,24870097
2487058,24870098
2487058,24870099
2488902,24880047
2488010,24880048
2488015,24880049
2488005,24880050
2488022,24880051
2488022,24880052
2488022,24880053
2488022,24880054
2488030,24880055
2488035,24880056
2488040,24880057
2488055,24880058
2488055,24880059
2488055,24880060
2488055,24880061
2488055,24880062
2488055,24880063
2488055,24880064
2488055,24880065
2488055,24880066
2488055,24880067
2488055,24880068
2488055,24880069
2488802,24880070
2488055,24880071
2488055,24880072
2488055,24880073
2488055,24880074
2488055,24880075
2488055,24880076
2488055,24880077
2488055,24880078
2488055,24880079
2488055,24880080
2488055,24880081
2488055,24880082
2488055,24880083
2488050,24880084
2488045,24880085
2488090,24880086
2488085,24880087
2488085,24880088
2488075,24880089
2488075,24880090
2488060,24880091
2488060,24880092
2488055,24880093
2488035,24880094
2488065,24880095
2488904,24880096
2488070,24880097
2488904,24880098
2488080,24880099
2489045,24890065
2489040,24890066
2489040,24890067
2489040,24890068
2489045,24890069
2489050,24890070
2489804,24890072
2489804,24890073
2489902,24890074
2489912,24890075
2489008,24890079
2489008,24890080
2489008,24890081
2489008,24890082
2489008,24890083
2489008,24890084
2489008,24890085
2489008,24890086
2489008,24890087
2489008,24890088
2489008,24890089
2489008,24890090
2489008,24890091
2489008,24890092
2489008,24890093
2489008,24890094
2489008,24890095
2489008,24890096
2489008,24890097
2489008,24890099
2489008,24890100
2489008,24890101
2489008,24890102
2489008,24890103
2489008,24890104
2489008,24890105
2489008,24890109
2489008,24890110
2489008,24890118
2489008,24890119
2489008,24890121
2489008,24890122
2489008,24890123
2489008,24890124
2489008,24890125
2489015,24890126
2489015,24890127
2489015,24890128
2489015,24890129
2489015,24890130
2489015,24890131
2489015,24890132
2489010,24890133
2489010,24890134
2489010,24890135
2489010,24890136
2489008,24890139
2489008,24890140
2489008,24890141
2489008,24890142
2489802,24890144
2489908,24890145
2489902,24890146
2489040,24890147
2489040,24890148
2489040,24890149
2489008,24890153
2489008,24890154
2489008,24890155
2489008,24890156
2489008,24890157
2489008,24890158
2489008,24890159
2489008,24890160
2489008,24890161
2489008,24890162
2489008,24890163
2489008,24890164
2489008,24890165
2489008,24890166
2489008,24890168
2489008,24890169
2489910,24890170
2489802,24890171
2490804,24900037
2490012,24900040
2490802,24900041
2490802,24900042
2490012,24900043
2490012,24900044
2490012,24900045
2490012,24900046
2490012,24900047
2490012,24900048
2490012,24900049
2490012,24900050
2490012,24900051
2490012,24900052
2490012,24900053
2490012,24900054
2490012,24900055
2490012,24900056
2490012,24900057
2490017,24900058
2490027,24900059
2490012,24900060
2490012,24900061
2491042,24910050
2491042,24910051
2491042,24910052
2491042,24910053
2491042,24910054
2491042,24910055
2491042,24910056
2491042,24910057
2491042,24910058
2491042,24910059
2491042,24910060
2491042,24910061
2491042,24910062
2491042,24910063
2491042,24910064
2491042,24910065
2491042,24910066
2491035,24910067
2491035,24910068
2491035,24910069
2491035,24910070
2491802,24910071
2491802,24910072
2491802,24910073
2491025,24910074
2491025,24910075
2491025,24910076
2491025,24910077
2491025,24910078
2491025,24910079
2491025,24910080
2491025,24910081
2491025,24910082
2491025,24910083
2491025,24910084
2491025,24910085
2491025,24910086
2491025,24910087
2491025,24910088
2491025,24910089
2491025,24910090
2491030,24910091
2491030,24910092
2491025,24910093
2491020,24910094
2491020,24910095
2491902,24910096
2491020,24910097
2491010,24910098
2491015,24910099
2491005,24910100
2491005,24910101
2491005,24910102
2491902,24910103
2491050,24910104
2491050,24910105
2491050,24910106
2491042,24910107
2491042,24910108
2492904,24920051
2492060,24920052
2492055,24920053
2492055,24920054
2492055,24920055
2492050,24920056
2492030,24920057
2492040,24920058
2492030,24920059
2492030,24920060
2492030,24920061
2492030,24920062
2492022,24920063
2492022,24920064
2492022,24920065
2492022,24920066
2492022,24920067
2492022,24920068
2492022,24920069
2492022,24920070
2492022,24920071
2492022,24920072
2492022,24920073
2492022,24920074
2492022,24920075
2492022,24920076
2492022,24920077
2492022,24920078
2492022,24920079
2492022,24920080
2492022,24920081
2492022,24920082
2492022,24920083
2492022,24920084
2492022,24920085
2492022,24920086
2492022,24920087
2492022,24920088
2492022,24920089
2492022,24920090
2492022,24920091
2492022,24920092
2492022,24920093
2492022,24920094
2492022,24920095
2492065,24920096
2492070,24920097
2492902,24920098
2492015,24920099
2492015,24920100
2492010,24920101
2492005,24920102
2492040,24920103
2492040,24920104
2492040,24920105
2492040,24920106
2492040,24920107
2492040,24920108
2492045,24920109
2492045,24920110
2493080,24930059
2493075,24930060
2493075,24930061
2493070,24930062
2493042,24930065
2493042,24930066
2493042,24930067
2493042,24930068
2493045,24930069
2493045,24930070
2493045,24930071
2493045,24930072
2493042,24930073
2493042,24930074
2493042,24930075
2493042,24930076
2493042,24930077
2493042,24930078
2493042,24930079
2493042,24930080
2493042,24930081
2493042,24930082
2493042,24930083
2493042,24930084
2493042,24930085
2493042,24930086
2493042,24930087
2493042,24930088
2493042,24930089
2493042,24930090
2493042,24930091
2493042,24930092
2493042,24930093
2493042,24930094
2493042,24930097
2493042,24930098
2493042,24930099
2493042,24930100
2493042,24930102
2493042,24930103
2493042,24930104
2493042,24930106
2493042,24930107
2493042,24930109
2493042,24930110
2493042,24930112
2493042,24930113
2493042,24930114
2493042,24930115
2493042,24930116
2493042,24930117
2493042,24930118
2493042,24930119
2493042,24930120
2493035,24930121
2493035,24930122
2493035,24930123
2493035,24930124
2493012,24930125
2493012,24930126
2493012,24930127
2493012,24930128
2493012,24930129
2493012,24930130
2493012,24930131
2493005,24930132
2493005,24930133
2493012,24930134
2493020,24930135
2493020,24930136
2493020,24930137
2493025,24930138
2493025,24930139
2493030,24930140
2493030,24930141
2493030,24930142
2493030,24930143
2493030,24930144
2493042,24930145
2493042,24930146
2493025,24930147
2493020,24930148
2493020,24930149
2493908,24930150
2493906,24930151
2493904,24930152
2493908,24930153
2493902,24930154
2493055,24930155
2493055,24930156
2493055,24930157
2493065,24930158
2493060,24930159
2493065,24930160
2493065,24930161
2493065,24930162
2493042,24930163
2493042,24930165
2493042,24930166
2493042,24930168
2493042,24930169
2493070,24930171
2493042,24930174
2493042,24930177
2493042,24930178
2494068,24940010
2494068,24940011
2494068,24940018
2494068,24940025
2494068,24940026
2494068,24940027
2494068,24940028
2494068,24940029
2494068,24940030
2494068,24940031
2494068,24940034
2494068,24940035
2494068,24940036
2494068,24940037
2494068,24940038
2494068,24940039
2494068,24940040
2494068,24940041
2494068,24940042
2494068,24940043
2494068,24940044
2494068,24940045
2494068,24940046
2494068,24940047
2494068,24940048
2494068,24940049
2494068,24940050
2494068,24940051
2494068,24940052
2494068,24940053
2494068,24940054
2494068,24940055
2494068,24940056
2494068,24940057
2494068,24940058
2494068,24940059
2494068,24940060
2494068,24940061
2494068,24940062
2494068,24940063
2494068,24940064
2494068,24940065
2494068,24940066
2494068,24940067
2494068,24940068
2494068,24940069
2494068,24940070
2494068,24940071
2494068,24940072
2494068,24940073
2494068,24940074
2494068,24940075
2494068,24940076
2494068,24940077
2494068,24940078
2494068,24940082
2494068,24940103
2494068,24940104
2494068,24940105
2494068,24940106
2494068,24940107
2494068,24940108
2494068,24940109
2494068,24940110
2494068,24940111
2494068,24940112
2494068,24940114
2494068,24940116
2494068,24940117
2494068,24940118
2494068,24940119
2494068,24940120
2494068,24940123
2494068,24940124
2494068,24940125
2494068,24940126
2494068,24940127
2494068,24940131
2494068,24940132
2494068,24940147
2494068,24940148
2494068,24940149
2494068,24940150
2494068,24940151
2494068,24940152
2494068,24940153
2494068,24940154
2494068,24940155
2494068,24940156
2494068,24940157
2494068,24940158
2494068,24940159
2494068,24940160
2494068,24940161
2494068,24940162
2494068,24940163
2494068,24940164
2494068,24940165
2494068,24940166
2494068,24940167
2494068,24940168
2494068,24940169
2494068,24940170
2494068,24940171
2494068,24940172
2494068,24940173
2494068,24940174
2494068,24940175
2494068,24940176
2494068,24940177
2494068,24940178
2494068,24940179
2494068,24940180
2494068,24940181
2494068,24940182
2494068,24940183
2494068,24940184
2494068,24940185
2494068,24940186
2494068,24940187
2494068,24940188
2494068,24940189
2494068,24940190
2494068,24940191
2494068,24940193
2494068,24940194
2494068,24940195
2494068,24940196
2494068,24940197
2494068,24940199
2494068,24940200
2494068,24940201
2494068,24940202
2494068,24940203
2494068,24940204
2494068,24940205
2494068,24940206
2494068,24940207
2494068,24940208
2494068,24940209
2494068,24940210
2494068,24940211
2494068,24940212
2494068,24940213
2494068,24940214
2494068,24940215
2494068,24940216
2494068,24940217
2494068,24940218
2494068,24940219
2494068,24940220
2494068,24940221
2494068,24940222
2494068,24940237
2494068,24940238
2494068,24940239
2494068,24940240
2494068,24940241
2494068,24940242
2494068,24940244
2494068,24940245
2494068,24940246
2494068,24940247
2494068,24940248
2494068,24940249
2494068,24940250
2494068,24940251
2494068,24940252
2494068,24940253
2494068,24940254
2494068,24940255
2494068,24940256
2494068,24940257
2494068,24940258
2494068,24940259
2494068,24940260
2494068,24940261
2494068,24940262
2494068,24940263
2494068,24940264
2494068,24940265
2494068,24940266
2494068,24940267
2494068,24940268
2494068,24940269
2494068,24940270
2494068,24940271
2494068,24940274
2494068,24940275
2494068,24940276
2494068,24940277
2494068,24940278
2494068,24940279
2494068,24940280
2494068,24940281
2494068,24940282
2494068,24940283
2494068,24940284
2494068,24940285
2494068,24940286
2494068,24940287
2494068,24940294
2494068,24940295
2494068,24940296
2494068,24940297
2494068,24940298
2494068,24940299
2494068,24940300
2494068,24940301
2494068,24940302
2494068,24940303
2494068,24940304
2494068,24940305
2494068,24940306
2494068,24940307
2494068,24940310
2494068,24940311
2494068,24940312
2494930,24940313
2494245,24940314
2494245,24940315
2494245,24940316
2494068,24940323
2494068,24940324
2494230,24940329
2494225,24940330
2494215,24940331
2494210,24940332
2494926,24940333
2494220,24940334
2494928,24940335
2494068,24940337
2494068,24940338
2494068,24940339
2494068,24940340
2494068,24940342
2494068,24940343
2494068,24940344
2494068,24940345
2494068,24940346
2494068,24940347
2494068,24940348
2494068,24940366
2494260,24940374
2494255,24940375
2494255,24940376
2494255,24940377
2494255,24940378
2494255,24940379
2494255,24940380
2494250,24940381
2494250,24940382
2494245,24940383
2494068,24940386
2494068,24940387
2494068,24940391
2494265,24940395
2494265,24940396
2494235,24940398
2494235,24940399
2494235,24940400
2494240,24940402
2494240,24940403
2494240,24940404
2494240,24940406
2494240,24940407
2494068,24940409
2494068,24940410
2494068,24940411
2494068,24940412
2494068,24940414
2494068,24940415
2494068,24940416
2494068,24940417
2494068,24940418
2494068,24940419
2494068,24940421
2494068,24940422
2494068,24940424
2494068,24940425
2494068,24940429
2494068,24940430
2494068,24940431
2494068,24940432
2494068,24940433
2494068,24940434
2494068,24940435
2494068,24940436
2494068,24940437
2494068,24940438
2494068,24940439
2494068,24940440
2494068,24940441
2494068,24940442
2494068,24940443
2494068,24940444
2494068,24940445
2494068,24940446
2494068,24940447
2494068,24940450
2494068,24940451
2494205,24940452
2494205,24940454
2494240,24940455
2494240,24940456
2494068,24940457
2494068,24940458
2494068,24940460
2494068,24940461
2495050,24950025
2495050,24950026
2495045,24950027
2495045,24950028
2495045,24950029
2495045,24950030
2495045,24950031
2495045,24950032
2495045,24950033
2495040,24950034
2495040,24950035
2495032,24950036
2495032,24950037
2495032,24950038
2495025,24950039
2495025,24950040
2495025,24950041
2495802,24950042
2495025,24950043
2495018,24950044
2495010,24950045
2495005,24950046
2495005,24950047
2495010,24950048
2495902,24950049
2495010,24950050
2495010,24950051
2496902,24960045
2496020,24960046
2496020,24960047
2496020,24960048
2496020,24960049
2496020,24960050
2496020,24960051
2496020,24960052
2496020,24960053
2496020,24960054
2496020,24960055
2496020,24960056
2496020,24960057
2496020,24960058
2496020,24960059
2496020,24960060
2496020,24960061
2496020,24960062
2496020,24960063
2496020,24960064
2496020,24960065
2496020,24960066
2496020,24960067
2496020,24960068
2496020,24960069
2496020,24960070
2496020,24960071
2496020,24960072
2496020,24960073
2496020,24960074
2496020,24960075
2496020,24960076
2496020,24960077
2496020,24960078
2496020,24960079
2496020,24960080
2496020,24960081
2496020,24960082
2496020,24960083
2496020,24960084
2496020,24960085
2496020,24960086
2496025,24960087
2496025,24960088
2496020,24960089
2496030,24960090
2496030,24960091
2496035,24960092
2496035,24960093
2496035,24960094
2496035,24960095
2496040,24960096
2496040,24960097
2496040,24960098
2496802,24960099
2496025,24960100
2496802,24960101
2496802,24960102
2496802,24960103
2496802,24960104
2496015,24960105
2496010,24960106
2496005,24960107
2497912,24970068
2497806,24970069
2497914,24970070
2497810,24970071
2497908,24970074
2497906,24970075
2497035,24970076
2497035,24970077
2497035,24970078
2497035,24970079
2497035,24970080
2497035,24970081
2497902,24970082
2497904,24970083
2497007,24970085
2497007,24970086
2497007,24970087
2497007,24970088
2497007,24970089
2497007,24970092
2497007,24970093
2497007,24970094
2497007,24970095
2497007,24970096
2497007,24970097
2497802,24970099
2497007,24970101
2497007,24970102
2497007,24970103
2497007,24970104
2497007,24970105
2497007,24970106
2497007,24970107
2497007,24970108
2497007,24970109
2497007,24970110
2497007,24970111
2497007,24970112
2497007,24970113
2497007,24970114
2497007,24970115
2497007,24970116
2497007,24970117
2497007,24970118
2497007,24970119
2497007,24970120
2497007,24970121
2497007,24970122
2497007,24970123
2497007,24970124
2497007,24970125
2497007,24970126
2497022,24970127
2497022,24970128
2497022,24970129
2497022,24970130
2497022,24970131
2497022,24970132
2497022,24970133
2497022,24970134
2497022,24970135
2497022,24970136
2497022,24970137
2497022,24970138
2497022,24970139
2497022,24970140
2497007,24970141
2497804,24970142
2497804,24970143
2497007,24970144
2497802,24970145
2497802,24970146
2497007,24970147
2497007,24970149
2497802,24970151
2497007,24970152
2497007,24970153
2497007,24970154
2497808,24970160
2497040,24970161
2497040,24970162
2498005,24980033
2498005,24980034
2498015,24980035
2498010,24980036
2498010,24980037
2498012,24980038
2498802,24980039
2498014,24980040
2498912,24980041
2498804,24980044
2498025,24980046
2498806,24980047
2498904,24980048
2498030,24980049
2498035,24980050
2498040,24980051
2498040,24980052
2498040,24980053
2498040,24980054
2498040,24980055
2498040,24980056
2498040,24980057
2498808,24980058
2498045,24980059
2498808,24980060
2498050,24980061
2498055,24980062
2498020,24980063
2498804,24980069
2498804,24980070
2498015,24980071
2499887,24990137
2499135,24990138
2499070,24990140
2499070,24990141
2499120,24990142
2499877,24990143
2499140,24990144
2499883,24990145
2499125,24990146
2499879,24990147
2499085,24990148
2499878,24990149
2499080,24990150
2499877,24990151
2499877,24990152
2499070,24990155
2499902,24990156
2499890,24990157
2499891,24990158
2499065,24990159
2499892,24990160
2499891,24990161
2499893,24990162
2499894,24990163
2499894,24990164
2499090,24990165
2499894,24990166
2499893,24990167
2499095,24990168
2499095,24990169
2499095,24990170
2499893,24990171
2499892,24990172
2499100,24990173
2499105,24990174
2499891,24990175
2499110,24990176
2499890,24990177
2499889,24990178
2499115,24990179
2499888,24990180
2499130,24990181
2499130,24990182
2499888,24990183
2499055,24990186
2499045,24990187
2499035,24990188
2499030,24990189
2499802,24990190
2499804,24990191
2499040,24990194
2499808,24990195
2499045,24990196
2499810,24990197
2499806,24990198
2499806,24990199
2499806,24990200
2499035,24990201
2499050,24990202
2499812,24990203
2499055,24990204
2499814,24990205
2499814,24990206
2499030,24990207
2499804,24990208
2499804,24990209
2499804,24990210
2499804,24990211
2499804,24990212
2499025,24990213
2499025,24990214
2499025,24990215
2499025,24990216
2499025,24990217
2499025,24990218
2499025,24990219
2499025,24990220
2499025,24990221
2499025,24990222
2499025,24990223
2499025,24990224
2499025,24990225
2499025,24990226
2499025,24990227
2499025,24990228
2499020,24990229
2499020,24990230
2499020,24990231
2499020,24990232
2499802,24990233
2499015,24990236
2499015,24990237
2499015,24990238
2499015,24990239
2499005,24990240
2499005,24990241
2499005,24990242
2499005,24990243
2499005,24990244
2499005,24990245
2499060,24990248
2499060,24990249
2499060,24990250
2499060,24990251
2499885,24990252
2499904,24990256
2499904,24990259
2499816,24990260
2499075,24990261
2499060,24990263
2499818,24990264
2499010,24990266
2499802,24990267
3501050,35010155
3501050,35010156
3501050,35010157
3501050,35010158
3501005,35010159
3501005,35010160
3501005,35010161
3501005,35010162
3501005,35010163
3501005,35010164
3501005,35010165
3501005,35010166
3501005,35010167
3501005,35010168
3501005,35010169
3501005,35010170
3501005,35010171
3501005,35010172
3501005,35010173
3501007,35010174
3501007,35010175
3501007,35010176
3501007,35010177
3501007,35010178
3501005,35010179
3501012,35010180
3501012,35010181
3501012,35010182
3501012,35010183
3501012,35010184
3501012,35010185
3501012,35010186
3501012,35010187
3501012,35010188
3501012,35010189
3501012,35010190
3501012,35010191
3501012,35010192
3501012,35010193
3501012,35010194
3501012,35010195
3501012,35010196
3501012,35010197
3501012,35010198
3501012,35010199
3501012,35010200
3501007,35010201
3501012,35010202
3501012,35010203
3501012,35010204
3501012,35010205
3501012,35010206
3501012,35010207
3501012,35010208
3501012,35010209
3501012,35010210
3501012,35010211
3501012,35010212
3501012,35010213
3501012,35010214
3501012,35010215
3501012,35010216
3501012,35010217
3501012,35010218
3501012,35010219
3501012,35010220
3501012,35010221
3501012,35010222
3501012,35010223
3501012,35010224
3501012,35010225
3501012,35010226
3501012,35010227
3501012,35010228
3501012,35010229
3501012,35010230
3501012,35010231
3501012,35010232
3501012,35010233
3501012,35010234
3501012,35010235
3501012,35010237
3501012,35010238
3501012,35010239
3501012,35010240
3501012,35010241
3501012,35010242
3501012,35010243
3501012,35010244
3501012,35010245
3501012,35010246
3501012,35010247
3501012,35010248
3501012,35010249
3501012,35010250
3501012,35010251
3501012,35010252
3501012,35010253
3501012,35010254
3501012,35010255
3501012,35010256
3501012,35010257
3501012,35010258
3501012,35010259
3501012,35010260
3501012,35010261
3501012,35010262
3501012,35010263
3501012,35010264
3501012,35010265
3501012,35010266
3501012,35010267
3501012,35010268
3501012,35010269
3501012,35010270
3501012,35010271
3501012,35010272
3501011,35010273
3501011,35010274
3501011,35010275
3501011,35010276
3501011,35010277
3501011,35010278
3501011,35010279
3501011,35010280
3501011,35010281
3501042,35010282
3501011,35010283
3501042,35010284
3501042,35010285
3501042,35010286
3501042,35010287
3501042,35010288
3501042,35010289
3501042,35010290
3501030,35010291
3501030,35010292
3501030,35010293
3501030,35010294
3501030,35010295
3501030,35010296
3501030,35010297
3501030,35010298
3501020,35010299
3501020,35010300
3501020,35010301
3501020,35010302
3501020,35010303
3501020,35010304
3501020,35010305
3501020,35010306
3501020,35010307
3501020,35010308
3501020,35010309
3501020,35010310
3501020,35010311
3501011,35010312
3501011,35010313
3501011,35010314
3501011,35010315
3501011,35010316
3501011,35010317
3501011,35010318
3501011,35010319
3501011,35010320
3501011,35010321
3501011,35010322
3501020,35010323
3501020,35010324
3501020,35010325
3501020,35010328
3501020,35010329
3501020,35010330
3501030,35010331
3501030,35010332
3501030,35010333
3501030,35010334
3501030,35010335
3501030,35010336
3501030,35010337
3501030,35010338
3501030,35010339
3501030,35010340
3501030,35010341
3501030,35010342
3501030,35010343
3501030,35010344
3501042,35010345
3501042,35010346
3501042,35010347
3501042,35010348
3501050,35010349
3501050,35010350
3501050,35010351
3501050,35010352
3501050,35010353
3501050,35010354
3501042,35010355
3501042,35010356
3501011,35010357
3501011,35010358
3501050,35010359
3501050,35010360
3501050,35010361
3501050,35010362
3501050,35010363
3501050,35010364
3501050,35010365
3501050,35010366
3501050,35010367
3501050,35010369
3501012,35010370
3501012,35010371
3501012,35010372
3501012,35010373
3501012,35010374
3501012,35010375
3501005,35010376
3501007,35010377
3501007,35010378
3501007,35010379
3501007,35010380
3501007,35010381
3501007,35010382
3501007,35010383
3501007,35010384
3501007,35010385
3501007,35010386
3501007,35010387
3501007,35010388
3501007,35010389
3501007,35010390
3501007,35010391
3501007,35010392
3501007,35010393
3501007,35010394
3501007,35010395
3501007,35010396
3501007,35010397
3501007,35010398
3501005,35010399
3501005,35010400
3501005,35010401
3501005,35010402
3501005,35010403
3501005,35010404
3501005,35010405
3501005,35010406
3501007,35010407
3501007,35010408
3501050,35010409
3501050,35010410
3501020,35010411
3501020,35010412
3502036,35020064
3502036,35020065
3502036,35020066
3502036,35020067
3502036,35020068
3502036,35020069
3502036,35020070
3502036,35020071
3502036,35020072
3502036,35020073
3502036,35020075
3502036,35020076
3502036,35020077
3502036,35020078
3502036,35020091
3502010,35020092
3502010,35020093
3502010,35020094
3502010,35020095
3502010,35020096
3502010,35020097
3502023,35020098
3502023,35020099
3502023,35020100
3502023,35020101
3502023,35020102
3502023,35020103
3502023,35020104
3502023,35020105
3502023,35020106
3502023,35020107
3502023,35020108
3502023,35020109
3502036,35020110
3502036,35020111
3502036,35020112
3502036,35020113
3502036,35020114
3502036,35020115
3502036,35020116
3502036,35020117
3502036,35020118
3502036,35020119
3502036,35020120
3502036,35020121
3502036,35020122
3502036,35020123
3502036,35020124
3502036,35020125
3502036,35020126
3502023,35020127
3502025,35020128
3502025,35020129
3502025,35020130
3502044,35020131
3502044,35020132
3502044,35020133
3502044,35020134
3502044,35020135
3502025,35020136
3502025,35020137
3502025,35020138
3502025,35020139
3502025,35020140
3502025,35020141
3502025,35020142
3502036,35020143
3502048,35020144
3502048,35020145
3502048,35020146
3502048,35020147
3502048,35020148
3502048,35020150
3502048,35020151
3502048,35020152
3502048,35020153
3502048,35020154
3502048,35020155
3502048,35020156
3502048,35020157
3502048,35020158
3502048,35020159
3502048,35020160
3502048,35020161
3502048,35020162
3502048,35020163
3502048,35020164
3502048,35020165
3502048,35020166
3502025,35020167
3502025,35020168
3502025,35020169
3502025,35020170
3502025,35020171
3502025,35020172
3502025,35020173
3502025,35020174
3502010,35020175
3502010,35020176
3502010,35020177
3502010,35020178
3502010,35020179
3502010,35020180
3502010,35020181
3502010,35020182
3502008,35020183
3502008,35020184
3502008,35020185
3502008,35020186
3502008,35020187
3502008,35020188
