DAUID,PRUID,Total_Minutes,Total_Kilometres
10030070,NL,111.3942621,123.1933983
10030071,NL,468.6324514,40.38443984
10030077,NL,787.0518813,72.22441222
24980048,QC,127.7241621,167.3717252
24980057,QC,3.7304869,2.49449992
24990263,QC,53.77382109,66.41796232
35560314,ON,7.74869431,7.28694623
35600409,ON,94.24614907,105.4785004
46190101,MB,550.0835785,333.3123994
46190103,MB,179.0311662,246.0219486
46190106,MB,600.9460053,292.0839182
46190107,MB,122.0272377,169.3670929
46190110,MB,123.8846421,168.3981894
46190111,MB,123.4777645,170.3588338
46190112,MB,118.9161559,166.3574925
46190113,MB,123.770644,170.4906368
46190145,MB,66.99240674,102.1948312
46190146,MB,188.1568649,253.5472606
46210114,MB,62.5445863,92.36344548
46220083,MB,129.2321437,52.71972306
46220144,MB,620.0296852,518.5381259
46220155,MB,620.0296852,518.5381259
46220156,MB,629.3913727,521.4832883
46220157,MB,634.3558296,524.8758153
46220158,MB,642.2782377,530.1014586
46220198,MB,517.6253653,319.9862083
47180371,SK,70.82207315,92.92672922
48160091,AB,438.7236612,258.6967249
48160094,AB,211.8062448,168.1340718
48160095,AB,476.402508,247.674839
48160101,AB,331.2979521,239.0058555
48160102,AB,221.0765613,169.8336905
48160244,AB,22.47688187,33.39301602
48160245,AB,50.64684843,27.70919197
48170239,AB,20.03897611,32.14631746
48170270,AB,196.2315766,245.3326717
48170404,AB,60.82199032,86.59979428
59090461,BC,23.1206816,17.59122514
59240419,BC,52.78566479,31.33880384
59270048,BC,44.9604278,27.15844023
59270088,BC,108.7587176,59.67663616
59290096,BC,138.4399176,83.25980419
59290097,BC,43.07649742,44.56644787
59290121,BC,16.26291323,17.4447305
59290123,BC,54.05951452,23.02423129
59290124,BC,54.05951452,23.02423129
59290125,BC,54.05951452,23.02423129
59410410,BC,62.58497624,83.04490674
59470062,BC,41.53381292,23.20641862
59470064,BC,818.875086,70.71282099
59510222,BC,32.70984467,39.43163127
59510291,BC,102.1677495,81.73760974
59550117,BC,62.34483078,31.38220643
59550224,BC,92.70205565,124.3068638
59550251,BC,159.3968257,141.121278
59550252,BC,850.5789332,257.9417899
59590013,BC,181.5487039,246.8612972
59590035,BC,244.0512012,118.2077471
10040085,NL,3.21518017,1.78738365
10010540,NL,20.01365792,23.09584872
10040086,NL,4.40844172,2.50915412
10010165,NL,4.51079855,2.82883283
10010541,NL,16.39789787,21.3171921
10040087,NL,4.62595958,2.17903022
10010542,NL,16.32091936,22.65915298
10010166,NL,4.07928455,2.45012537
10040088,NL,4.76584665,2.60164406
10010543,NL,15.81328997,22.02523804
10010167,NL,4.36581152,2.32112221
10040089,NL,4.82062945,2.32803381
10010544,NL,15.13983801,21.60434222
10010168,NL,3.94205351,1.99258038
10040090,NL,2.30044562,1.4667259
10010545,NL,20.68121294,25.84263229
10010169,NL,3.55725364,2.01973695
10040091,NL,8.64002437,5.24577979
10010546,NL,20.47145126,29.65522561
10010170,NL,3.68070421,2.03556737
10040092,NL,8.10418302,5.94385262
10010547,NL,26.24204933,28.43723194
10010171,NL,4.93052945,2.74621356
10040093,NL,9.19932744,5.91715163
10010548,NL,19.85027479,25.26057433
10010172,NL,3.48662316,2.06043808
10040094,NL,9.48157393,6.7185603
10010549,NL,22.77835998,27.55417094
10010173,NL,5.19415606,2.91223649
10040095,NL,8.89101502,6.22642787
10010550,NL,26.14837471,30.42618311
10010174,NL,3.47765996,2.02201387
10040096,NL,14.74565946,10.86189385
10010551,NL,29.77128967,31.55438576
10010175,NL,2.81394015,1.58168343
10040097,NL,27.35158824,21.26234092
10010552,NL,31.06578943,33.03758805
10010176,NL,3.59563609,1.94822866
10040098,NL,1.45232002,0.85170451
10040099,NL,7.90753156,6.03416939
10010553,NL,29.71422272,32.86615013
10010180,NL,3.59382787,1.90474468
10010554,NL,28.51503291,30.59774415
10040100,NL,8.89095215,9.75546347
10010181,NL,1.99716563,1.21255996
10010555,NL,22.45361195,26.55670652
10010556,NL,6.52274697,4.34842318
10040101,NL,14.33505839,14.76406438
10010182,NL,2.62857701,1.67498599
10010557,NL,33.11181352,36.04490076
10040102,NL,13.75990349,14.83150619
10010187,NL,2.89207073,1.95019437
10010558,NL,35.30292595,37.87073155
10040103,NL,37.47160817,49.78743849
10010191,NL,5.11639355,3.2007578
10010559,NL,34.9670678,46.48448172
10040104,NL,12.79786122,11.30236107
10010192,NL,5.40045784,3.33128394
10010560,NL,36.68296319,47.02811906
10040105,NL,21.32582948,23.15295454
10010193,NL,5.24211616,3.26380099
10010561,NL,37.2852894,46.43247666
10040106,NL,25.80975769,26.82602195
10010194,NL,5.06769319,3.03887952
10010562,NL,23.72421847,35.68377971
10040107,NL,26.63803527,27.78937034
10040108,NL,31.72132565,41.57560657
10040109,NL,68.42525909,92.66453819
10040110,NL,55.17233725,70.86474941
10040111,NL,88.97664483,97.4146233
10040112,NL,32.64802032,51.22628937
10040113,NL,45.8490341,51.42046459
10040114,NL,27.32762106,36.10942257
10040115,NL,50.1376805,41.62168528
10040116,NL,64.0651791,53.2265782
10040117,NL,39.94748136,33.82179375
10040118,NL,39.712496,34.08038445
10040119,NL,69.90607205,58.96325799
10040120,NL,57.45478106,48.94069148
10050076,NL,111.4106316,150.3276397
10050077,NL,142.7128497,155.2308803
10050078,NL,74.1194396,105.9037296
10050079,NL,84.34884835,102.5748948
10050080,NL,56.73680448,71.98623187
10050081,NL,47.21406826,63.36326156
10050082,NL,37.26877453,56.52941309
10050083,NL,39.11854228,59.61235836
10050084,NL,36.56240416,52.46673692
10050085,NL,35.68958391,51.83744347
10050086,NL,35.08073799,51.56282246
10050087,NL,34.9753166,52.25491922
10050088,NL,36.61927923,54.46009913
10050089,NL,39.47197676,55.5075351
10050090,NL,40.40128279,56.64808381
10050091,NL,51.47388661,61.57753309
10050092,NL,20.69497729,30.12311058
10050093,NL,21.5522414,28.85194441
10050094,NL,21.0243065,29.4339396
10050095,NL,22.23597234,29.56665321
10050096,NL,22.43437369,30.31950006
10050097,NL,23.69994867,30.62861087
10050098,NL,26.87212428,32.94493465
10050099,NL,10.38073028,11.29427476
10050101,NL,4.65074211,3.282567
10050102,NL,4.39879014,2.4816494
10050103,NL,1.87353849,0.63419078
10050104,NL,2.36457227,1.22273568
10050105,NL,1.32141103,0.39221766
10050106,NL,2.45794745,1.29612408
10050107,NL,3.63511639,1.9554799
10050108,NL,4.81398076,2.25975464
10050109,NL,4.49302699,2.28890195
10050110,NL,5.3496544,2.48263371
10050111,NL,4.59864144,2.46355396
10050112,NL,5.75819617,2.90348005
10050113,NL,5.34139688,2.170766
10050114,NL,4.00815796,1.77552614
10050115,NL,10.76061016,11.19080167
10050116,NL,16.49150674,18.3328029
10050117,NL,11.8328461,13.70199333
10050118,NL,22.08852212,24.15094102
10050119,NL,23.91301553,26.73893846
10050120,NL,27.5004466,30.64594538
10050121,NL,31.90799758,36.77497775
10050122,NL,48.14096593,48.87983459
10050123,NL,38.18175611,44.35641606
10050124,NL,23.00663125,21.06921113
10050125,NL,21.26566738,19.91071966
10050126,NL,17.96794427,17.19612841
10050127,NL,15.36518596,13.23791334
10050129,NL,11.19875062,8.31042224
10050130,NL,10.75229671,7.73060839
10050131,NL,10.23586709,6.54012025
10050132,NL,7.01307351,4.3871013
10050134,NL,6.07544287,3.99066895
10050135,NL,6.41647877,3.91164258
10050136,NL,4.87574414,3.03461305
10050137,NL,5.38851296,3.30855918
10050138,NL,8.63248582,4.28868649
10050139,NL,6.60973508,3.57820706
10050140,NL,8.76568277,4.53666795
10050141,NL,4.38756189,2.29407235
10050143,NL,5.10221536,2.11724198
10010195,NL,3.16643598,2.08086964
10010196,NL,4.4357317,2.55152579
10010198,NL,3.39807301,1.99701733
10010563,NL,34.75465105,46.42431605
10010199,NL,3.41040724,2.23891424
10010200,NL,3.77727635,2.48423253
10010564,NL,27.65320472,40.23191065
10010201,NL,4.11013057,2.52662202
10010565,NL,31.93757525,44.19555077
10010202,NL,4.58041111,2.78752302
10010566,NL,32.36821585,43.58999211
10010203,NL,4.98835174,3.06563942
10010567,NL,27.52781402,35.72762453
10010204,NL,3.75687373,2.51190492
10010568,NL,27.10073005,34.90370748
10010206,NL,3.89810103,2.88787534
10010569,NL,26.73289088,34.65848137
10010207,NL,5.39942408,3.2443287
10010570,NL,23.79165572,30.91232874
10010208,NL,8.01436411,5.62356383
10010571,NL,24.8212657,32.82680934
10010209,NL,4.03633117,2.25829167
10010572,NL,21.02983764,28.55347116
10010210,NL,4.30013303,2.53495873
10010573,NL,21.47120496,28.76083519
10010211,NL,6.30500398,3.06232101
10010574,NL,23.74629073,28.95247899
10010212,NL,2.84976041,1.63369501
10010575,NL,23.49048363,29.15914223
10010213,NL,4.02714832,2.30387912
10010576,NL,22.54797874,28.3593528
10010214,NL,2.41693593,1.27902853
10010577,NL,21.30618856,28.26807425
10010215,NL,2.82606962,1.4940085
10010578,NL,22.3757644,28.88814588
10010216,NL,3.54740778,1.7403505
10010579,NL,19.92063728,24.51831123
10010217,NL,2.03701771,1.00981476
10010580,NL,22.0812184,25.89707164
10010218,NL,2.11850837,1.2640458
10010581,NL,22.29412786,26.0832255
10010219,NL,4.50602187,1.92432349
10010582,NL,19.62489553,24.85629724
10010220,NL,4.42035587,2.05652682
10010583,NL,18.45841795,24.53328433
10010221,NL,2.14233618,1.16987979
10010584,NL,18.96900953,24.6074918
10010222,NL,2.36211938,1.33789949
10010223,NL,3.65029077,1.49900249
10010224,NL,1.28182153,0.63991021
10010225,NL,1.24985799,0.57756035
10010226,NL,1.01577366,0.58282881
10010227,NL,1.42116792,0.63184929
10010228,NL,1.78652245,0.84579924
10010229,NL,2.51091842,1.33663407
10010230,NL,2.73532324,1.29626071
10010231,NL,3.33888954,1.55559453
10010232,NL,3.35602364,1.57611033
10010233,NL,3.52371168,1.89448022
10010234,NL,3.18461043,1.50745107
10010235,NL,3.19099646,1.58392322
10010236,NL,3.88392859,1.94301211
10010237,NL,3.19700698,2.21521346
10010238,NL,3.45594634,2.52048638
10010239,NL,3.99943138,2.0851183
10010240,NL,3.64602775,2.15371172
10010241,NL,3.15356665,1.72397601
10010242,NL,5.44190661,2.93494782
10010243,NL,7.05825973,7.57484204
10010244,NL,6.76071255,4.8250091
10010245,NL,7.64094974,4.787861
10010246,NL,4.97655318,3.47719618
10010247,NL,4.2900089,3.06538178
10010248,NL,5.04752166,3.3715532
10010249,NL,3.64326552,2.28395812
10010250,NL,3.02178719,1.72716218
10010251,NL,2.59899338,1.64950093
10010252,NL,3.68350295,2.09896819
10010253,NL,1.88859852,1.19219582
10010254,NL,4.41418938,2.66976862
10010255,NL,3.4641841,2.12814355
10010256,NL,4.06761466,3.28211688
10010257,NL,4.96063387,2.91406873
10010258,NL,4.77076316,2.91340995
10010259,NL,4.99150167,3.0374585
10010260,NL,5.82594008,4.05810636
10010261,NL,5.56093857,3.79558998
10010262,NL,5.38105106,4.00986185
10010263,NL,5.06718251,4.00172627
10010264,NL,4.64673267,3.7577906
10010265,NL,5.35477871,4.16704188
10010266,NL,5.65905033,4.26530239
10010267,NL,6.29021984,4.6845654
10010268,NL,6.89758161,5.18239714
10010269,NL,7.32934875,5.49085439
10010270,NL,7.88910735,5.78169392
10010271,NL,7.06880557,7.76289445
10010272,NL,7.60409063,5.6174303
10010273,NL,7.7492946,5.97813401
10010276,NL,6.62741083,4.83177871
10010277,NL,7.37425743,5.21498076
10010278,NL,6.26944185,4.92135137
10010747,NL,75.72270404,68.00461239
10010748,NL,52.41868417,49.65021203
10010585,NL,20.54669365,24.490417
10010749,NL,86.47337127,74.12469165
10010586,NL,19.42646778,23.76885748
10010750,NL,11.89638674,9.25521642
10010587,NL,17.09909397,22.22578812
10010279,NL,6.29202782,4.56018797
10010751,NL,18.92477412,25.61315026
10010752,NL,26.8205769,24.37151268
10010753,NL,13.18995577,10.46307047
10010754,NL,19.24083188,14.97515929
10010755,NL,18.085959,14.06849719
10010756,NL,11.86361511,9.48736659
10010757,NL,11.3208106,8.91537705
10010758,NL,9.99136816,8.2133217
10010759,NL,15.82003389,12.00784063
10010760,NL,20.33536049,14.72516208
10010761,NL,4.46607327,3.52483172
10010762,NL,13.77578525,17.52080221
10010763,NL,15.47292872,16.70338897
10010764,NL,18.02480181,17.6386847
10010765,NL,15.83614593,20.3600923
10010766,NL,13.95742136,14.56745422
10010767,NL,13.67158525,18.296529
10010768,NL,18.1424601,16.12427262
10010769,NL,17.4338169,14.8134111
10010770,NL,14.71083909,13.572848
10010771,NL,13.33097687,11.85071295
10010772,NL,20.4997043,17.48958556
10010773,NL,7.54957089,7.09178893
10010774,NL,7.95160356,6.83825769
10010776,NL,10.37064479,8.96335656
10010777,NL,14.01832854,11.05120738
10010778,NL,13.64005333,11.37222258
10010779,NL,14.82219156,12.07293684
10010780,NL,14.75444084,11.88710372
10010781,NL,14.59494823,13.12885776
10010782,NL,15.20019616,13.17548622
10010783,NL,15.37384289,12.51298409
10010784,NL,16.64561206,13.13814549
10010785,NL,18.1065023,14.29005782
10010786,NL,18.4731006,15.54790083
10010787,NL,20.27713371,15.45657742
10010788,NL,21.87428965,20.33385468
10010789,NL,28.5560542,25.48972508
10010790,NL,31.88704103,27.70653884
10010791,NL,29.19125069,26.46588335
10010792,NL,20.46478047,19.24864345
10010793,NL,19.70760248,18.81379065
10010794,NL,13.89951983,10.7652303
10010795,NL,11.07045036,9.12843672
10010796,NL,9.47629342,7.56562169
10010797,NL,18.19015083,15.52905805
10010798,NL,14.89862027,13.88794561
10010799,NL,16.4989434,15.02539757
10010800,NL,16.07536315,15.22588698
10010801,NL,16.13750078,15.26551023
10010802,NL,12.60995263,12.58226764
10010803,NL,19.92341079,19.35642973
10010804,NL,21.52816237,19.89894072
10010805,NL,18.98682505,18.24102729
10010806,NL,15.13935165,15.68115924
10010807,NL,10.84244058,6.89349982
10010808,NL,8.54740842,5.49541266
10010809,NL,12.24220631,7.84036722
10010810,NL,9.50761556,5.95342393
10010811,NL,4.50671676,2.96864204
10010813,NL,10.42039753,7.23633048
10010814,NL,5.9504408,3.83880476
10010815,NL,4.51596304,3.39708805
10010817,NL,12.18591172,9.15999899
10010818,NL,12.50847548,14.20482604
10010820,NL,12.88222232,14.41182863
10010821,NL,3.57180676,4.37054306
10010822,NL,4.40772822,2.85353869
10010823,NL,4.44699182,3.09139517
10010824,NL,9.45440222,5.4734185
10010827,NL,8.22990987,8.49888313
10010828,NL,10.12624122,13.24852256
10010830,NL,16.23620681,17.41357009
10010832,NL,11.02991892,8.01611024
10010833,NL,19.15692669,18.33640807
10010834,NL,8.34136479,10.27612613
10010835,NL,10.81201289,6.95780354
10010836,NL,10.78432538,6.86851127
10010837,NL,9.29153747,8.17965919
10010838,NL,8.28510005,7.64057641
10010839,NL,6.58595656,5.44230697
10010840,NL,9.49686703,8.07059828
10010841,NL,17.58703475,19.18239577
10010842,NL,9.08039448,8.97874224
10010844,NL,8.15274115,8.20731227
10010846,NL,8.67692554,8.29911553
10020079,NL,45.22122182,62.27043459
10020080,NL,83.05257204,102.4561359
10020081,NL,52.92262097,70.56607543
10020082,NL,32.15029143,36.81924142
10020083,NL,44.50058347,53.81533945
10020084,NL,49.3238133,55.60464367
10020085,NL,48.28843543,55.25570811
10020086,NL,57.05871945,74.28140772
10020087,NL,63.26575868,79.02216676
10020088,NL,62.08797853,76.49029942
10010646,NL,5.05511169,3.22915275
10010588,NL,18.14374367,21.74564812
10010589,NL,17.72226227,20.73088694
10010647,NL,7.53174993,4.56547076
10010590,NL,16.8711454,20.61501381
10010591,NL,17.89024497,22.75958204
10010592,NL,20.98444835,24.85112466
10010648,NL,6.14033056,4.01918173
10010280,NL,7.11763155,5.4119876
10010593,NL,12.68350902,17.55006828
10010649,NL,6.94959841,4.56206444
10010281,NL,7.37016777,5.57236049
10010594,NL,15.22902739,18.34202897
10010650,NL,7.65560098,4.97447323
10010282,NL,9.04287058,7.23448568
10010595,NL,15.83927695,18.66257898
10010651,NL,6.53491559,4.49285105
10010283,NL,7.49994983,5.34630244
10010596,NL,15.59142637,18.68191597
10010652,NL,7.60373351,5.10636197
10010284,NL,6.63607427,3.85076763
10010597,NL,15.99558042,20.02167372
10010653,NL,8.8750577,5.36088875
10010285,NL,6.41866457,4.63152593
10010598,NL,16.30483252,20.27560705
10010654,NL,8.67712296,5.53010964
10010286,NL,7.04943489,3.69846868
10010599,NL,19.14444298,22.62352377
10010655,NL,8.39153467,5.29675091
10010290,NL,4.02376854,2.11066301
10010600,NL,19.40862158,22.72786834
10010601,NL,18.06110401,22.07898256
10010602,NL,18.04391771,22.06809295
10010603,NL,15.87381739,20.3417947
10010604,NL,19.21805092,22.76239082
10010605,NL,18.08751162,20.25808236
10010607,NL,18.15085998,17.71102086
10010608,NL,15.57797186,16.5741488
10010610,NL,15.46100234,15.27542845
10010611,NL,14.11341007,15.15621411
10010614,NL,12.97627944,14.4938275
10010617,NL,11.36008466,7.81655795
10010618,NL,11.05552057,8.07341836
10010619,NL,11.73388457,13.72459895
10010620,NL,12.92371474,8.0937723
10010621,NL,8.55071702,5.62931653
10010622,NL,8.52040845,5.80673037
10010623,NL,7.93777923,5.67831419
10010624,NL,8.34665656,5.60492109
10010625,NL,7.93499011,5.58122759
10010626,NL,8.31109985,5.55251806
10010627,NL,9.16030015,5.93828664
10010628,NL,8.18752855,5.19611096
10010629,NL,9.72834331,6.51464683
10010630,NL,9.26188048,6.2248977
10010631,NL,9.54985622,6.67195785
10010632,NL,9.89493054,6.55343775
10010633,NL,9.36439487,6.44127797
10010634,NL,10.06626101,7.36438187
10010635,NL,10.866267,7.48742029
10010636,NL,10.85126828,11.08143684
10010637,NL,9.60000253,9.20543009
10010638,NL,8.84212664,6.03956744
10010639,NL,10.36843225,6.70349363
10010640,NL,9.9125735,6.55734889
10010641,NL,9.76156303,6.20299717
10010642,NL,7.87454927,5.29872679
10010643,NL,8.56728676,5.53976643
10010644,NL,4.60764319,3.06698537
10010645,NL,5.55413957,3.63175286
10020089,NL,53.42417162,70.21147572
10070492,NL,28.08614912,31.24791398
10010656,NL,7.56540448,4.92520298
10010294,NL,3.51384844,1.54697163
10020090,NL,83.76661462,117.1920562
10070493,NL,49.71878647,57.07837977
10010657,NL,8.94479245,8.48132011
10010295,NL,3.60418195,1.86229149
10020091,NL,74.80156356,105.2392377
10070494,NL,48.98870492,57.04953189
10010658,NL,8.27295347,8.41230184
10010296,NL,3.66124995,1.83475025
10020092,NL,91.6348659,127.4297005
10070495,NL,50.51776656,65.01331704
10010659,NL,7.77692888,5.08265751
10010297,NL,4.20575171,2.23456561
10020093,NL,79.07402669,110.9355354
10070496,NL,38.78506315,50.90064218
10010660,NL,8.07284733,5.37062894
10010298,NL,3.0062957,1.63766304
10020094,NL,17.85466913,20.63864546
10070497,NL,37.97495023,50.36055433
10010661,NL,8.463288,5.21814975
10010299,NL,2.8557758,1.59556844
10010300,NL,1.41325475,0.69969369
10010301,NL,1.48164769,0.66586607
10010302,NL,1.14071377,0.39460534
10010303,NL,0.34071015,0.15703707
10010304,NL,0.40848748,0.18590627
10010305,NL,1.62071424,0.69535433
10010306,NL,1.59314863,0.83860314
10010307,NL,0.98816897,0.5674983
10010308,NL,2.35257993,1.04944474
10010309,NL,3.77495032,1.74199283
10010310,NL,3.86112142,2.18230225
10010337,NL,6.46173325,3.86389437
10010338,NL,3.6621002,2.46217897
10010339,NL,3.59715701,2.90690885
10010340,NL,4.56403099,3.59130827
10010341,NL,4.28021576,3.21519061
10010342,NL,4.28474271,3.40636832
10010343,NL,5.75692566,4.03430195
10010344,NL,5.99674486,4.72995663
10010345,NL,7.39824852,6.04035613
10010346,NL,4.6805478,3.61962265
10010348,NL,6.68326521,6.03139692
10010356,NL,5.15552565,3.688945
10010357,NL,3.48373488,1.86994521
10010457,NL,3.6203042,1.96256698
10010458,NL,2.43558754,1.50040125
10010459,NL,3.1753754,1.91488403
10010460,NL,1.46670464,0.81771984
10010461,NL,2.27557303,1.39153587
10010482,NL,5.00498163,2.59526358
10010484,NL,3.61916171,1.55715492
10010485,NL,6.4873392,4.96700004
10010486,NL,7.80999944,3.55123323
10010488,NL,4.20656415,2.39695385
10010489,NL,3.64084954,2.14828028
10010490,NL,2.94059668,1.24388783
10010491,NL,6.20066404,4.47680733
10010492,NL,5.28533165,3.52182292
10010493,NL,3.96015806,2.63067314
10010494,NL,5.72228879,3.6230323
10010495,NL,5.56849391,3.79873717
10010496,NL,7.8949654,9.85262557
10010497,NL,2.19449515,2.92607859
10010498,NL,0.12072201,0.16097237
10010499,NL,25.31707235,22.06856291
10010500,NL,25.0738945,21.84941549
10010501,NL,41.40601959,32.12295914
10010502,NL,31.86077408,25.84884521
10010503,NL,31.76335907,26.49955368
10010504,NL,9.58020062,7.02569945
10010505,NL,15.22604218,11.55168261
10010506,NL,7.57873958,5.11815186
10010507,NL,9.25185336,6.70652693
10010508,NL,10.34341351,7.35489219
10010509,NL,11.05754068,7.93907144
10010510,NL,4.72619179,2.87503654
10010511,NL,5.0921745,3.15551295
10010512,NL,7.36199997,4.33684125
10010513,NL,5.54336548,3.36797714
10010514,NL,2.579603,1.61243319
10010515,NL,4.82937117,3.66333446
10010516,NL,3.53474352,1.96576132
10010517,NL,5.28917284,3.03135225
10010518,NL,1.0897522,0.7224884
10010519,NL,2.06729126,1.16410828
10010520,NL,10.08576922,7.78585052
10010521,NL,6.80729146,4.14510193
10010522,NL,13.28919634,13.90795898
10010523,NL,8.5991556,6.28682352
10010524,NL,12.25957166,7.59124928
10010525,NL,9.44178423,9.28540039
10010526,NL,11.39205584,10.61640549
10010527,NL,9.89657244,10.21042633
10010528,NL,16.7656604,16.44689707
10010529,NL,16.44167034,16.23092603
10010530,NL,14.26306092,15.09034077
10010531,NL,16.90945382,18.00333731
10010532,NL,17.43255145,16.59962815
10010533,NL,17.50842486,16.84660385
10010534,NL,13.55857154,14.45967004
10010535,NL,26.16667779,25.13776713
10010536,NL,22.02720556,24.51640966
10010537,NL,19.7861778,23.26579795
10010538,NL,18.37379728,22.24499584
10010539,NL,19.78633547,24.7785122
10080186,NL,59.53910175,81.10225081
10020095,NL,21.2599277,29.94616215
10080187,NL,50.44266298,69.7700527
10070498,NL,26.54319459,42.21321996
10070499,NL,29.59972135,44.77736341
10080188,NL,44.03358209,61.1315423
10010662,NL,8.34599887,5.35189369
10070500,NL,68.04254296,70.25021716
10020096,NL,20.48789215,16.79820765
10080189,NL,45.35129983,61.31515205
10010663,NL,7.46140109,4.69170693
10070501,NL,94.54565189,105.3833759
10020097,NL,7.50466516,8.62761934
10080190,NL,43.89564699,59.66362562
10010664,NL,6.97488901,4.60587283
10070502,NL,54.61246518,78.76149279
10020098,NL,10.47978641,10.83777816
10080191,NL,45.38214415,60.27900256
10010666,NL,22.88746468,25.79956886
10070503,NL,139.0949424,113.1129632
10020099,NL,11.79972271,12.21001068
10080192,NL,40.81864391,57.76027315
10010667,NL,14.82005087,18.08138628
10070504,NL,38.44734861,60.49222623
10020100,NL,16.93880986,16.8440832
10080193,NL,42.47485414,58.73585739
10010668,NL,20.85822819,20.70986754
10070505,NL,48.25411839,65.10420214
10020101,NL,13.01432951,14.7469508
10080194,NL,42.14445816,58.6382662
10010669,NL,10.4008311,8.062594
10070506,NL,40.84373044,63.3702097
10020102,NL,14.85636053,15.49948688
10080195,NL,52.84290826,72.54778595
10010670,NL,11.10975304,11.34785092
10070507,NL,46.09525205,65.88893186
10020103,NL,14.05154369,15.04073767
10080196,NL,48.53263211,66.56771542
10010671,NL,11.82431029,11.65751218
10070508,NL,49.04124524,67.8527493
10020104,NL,16.25052116,17.00175425
10080197,NL,49.96672945,67.86272252
10080198,NL,53.2298767,71.90678729
10080199,NL,51.73983794,66.34318347
10080200,NL,62.5476392,83.69305832
10080201,NL,42.02868269,56.33472564
10080202,NL,44.6319771,59.39194059
10080203,NL,62.40164824,73.22392009
10080204,NL,54.75174588,62.1492725
10080205,NL,75.08609647,74.58778721
10080206,NL,65.25391016,77.02686193
10080207,NL,61.76881015,72.38003488
10080208,NL,60.29482823,70.41481365
10080209,NL,29.61410829,32.44846005
10080210,NL,21.26272536,21.73323832
10080211,NL,26.88081235,28.55592305
10080212,NL,75.2227558,35.3196583
10080213,NL,26.78810758,28.10190541
10080214,NL,5.89263702,3.48444578
10080215,NL,4.2976802,2.54133058
10080216,NL,1.93960446,1.07560307
10080217,NL,2.16305754,1.23384323
10080218,NL,20.96822244,21.34051494
10080219,NL,20.66414957,20.93509356
10080220,NL,41.37726567,50.44309335
10080221,NL,56.30659213,43.90791243
10080222,NL,61.18024182,47.22733934
10080223,NL,60.39093908,46.63046806
10080224,NL,30.8254281,40.98169333
10080225,NL,29.38411136,39.17805837
10080226,NL,13.86417933,18.48568754
10080227,NL,32.74723388,43.66346888
10080228,NL,17.27051916,16.674694
10080229,NL,51.32394559,40.58613765
10080230,NL,24.39792523,23.52705889
10080231,NL,32.10258093,28.82781594
10080232,NL,0.28810084,0.38415958
10080233,NL,20.25759775,20.44817432
10080234,NL,17.24998865,17.86409385
10080235,NL,26.38097339,29.89147915
10080236,NL,27.98368577,34.35932269
10080237,NL,54.07296725,42.41861094
10080238,NL,57.6226812,46.75620221
10080239,NL,54.30670317,56.02230087
10080240,NL,60.9956461,60.48181534
10080241,NL,41.51067881,48.31039877
10080242,NL,45.66200658,52.26974013
10080243,NL,50.43687545,60.56874049
10080244,NL,47.67914779,56.68644725
10080245,NL,51.16330743,58.45780696
10080246,NL,67.30683917,57.15370883
10080247,NL,59.02918754,54.604726
10080248,NL,48.72278196,55.4017148
10080249,NL,48.9049714,59.22730858
10080250,NL,54.09918305,65.14745347
10080251,NL,61.42089773,75.80744089
10080252,NL,52.12664666,56.17933078
10080253,NL,49.60224649,54.84998794
10080254,NL,49.99202586,54.78893179
10080255,NL,75.14622293,68.46463962
10080256,NL,23.70318073,22.26712876
10090078,NL,31.06605972,38.4995986
10090079,NL,24.37117162,29.585168
10090080,NL,39.26232692,49.30539178
10090081,NL,24.42962818,30.57339124
10090082,NL,10.22444595,11.32725821
10090083,NL,5.2396798,3.49310491
10090084,NL,0.93920559,0.62614878
10090085,NL,5.1378981,3.56766043
10090086,NL,3.13048233,2.08700858
10090087,NL,23.78918501,28.32450262
10090088,NL,25.43103966,30.72791777
10090089,NL,64.90483948,61.69705909
10090090,NL,16.04760103,18.92112095
10090091,NL,1.03448494,0.97249343
10090092,NL,22.7014904,29.77189779
10090093,NL,9.43211025,10.3727187
10090094,NL,60.23705756,66.82201172
10090095,NL,20.83672073,24.19384769
10090096,NL,36.39750305,41.04080909
10090097,NL,39.52513111,50.47838679
10090098,NL,39.84677413,30.56966036
10090099,NL,23.05143502,28.60866194
10090100,NL,8.58198363,9.68925559
10090101,NL,2.06898185,1.37939364
10090102,NL,7.51625557,5.0111067
10090103,NL,21.69270666,14.46209196
10090104,NL,20.78240689,13.85497797
10090105,NL,29.41979454,24.82907643
10090106,NL,28.05084247,27.40080578
10010672,NL,11.90361251,11.79529877
10070509,NL,57.82997565,81.87685174
10020105,NL,26.18352318,25.92625868
10010673,NL,13.21422534,10.01676511
10070510,NL,66.63897153,87.87494336
10020106,NL,18.67332968,17.33343633
10010674,NL,12.64474095,12.07366181
10070511,NL,69.31939391,89.33477751
10020107,NL,17.70128544,16.79770792
10010675,NL,12.382229,12.12492987
10070512,NL,68.14730513,90.36396259
10020108,NL,8.54527121,6.91829905
10010676,NL,13.37508115,10.51222679
10070513,NL,71.23331851,94.47840118
10020109,NL,3.3934045,2.92594396
10010677,NL,13.06548032,10.00456306
10070514,NL,36.80239655,35.25680676
10020110,NL,1.90910938,1.93641388
10010678,NL,10.28838501,8.90692125
10070515,NL,36.06778197,35.31338023
