DAUID,PRUID,Total_Minutes,Total_Kilometres
35061730,ON,5.34716553,2.58793026
35061732,ON,14.25628779,11.72391005
35061733,ON,17.85257394,14.80984717
35061736,ON,16.91599137,14.31734932
35061737,ON,17.8852316,14.7973807
35061738,ON,18.28542765,15.27685488
35061739,ON,18.30290529,16.76857183
35061740,ON,15.99762244,15.17880963
35060931,ON,4.59183898,2.71637343
35061253,ON,7.87205831,5.75171468
35060934,ON,5.64804312,3.19176046
35070193,ON,5.91409394,3.4206823
35061875,ON,14.06360364,9.62448923
35070194,ON,5.18288136,2.99778393
35061496,ON,16.96545293,23.69481131
35061877,ON,16.4023243,16.41263182
35061254,ON,2.91291287,2.03348148
35060935,ON,4.90735871,2.72650898
35070195,ON,4.50690946,2.41588675
35061497,ON,16.339218,17.68764853
35061878,ON,17.33838303,17.08075147
35061256,ON,7.380451,4.74438044
35060936,ON,3.30805804,2.04693887
35070196,ON,3.78188391,1.91478656
35061498,ON,17.14667314,20.41354376
35061880,ON,18.26094527,17.73900411
35061257,ON,9.7926931,7.86112484
35060937,ON,4.35071721,2.54856723
35070197,ON,2.51501787,1.23185096
35061499,ON,10.63513952,11.34115989
35061881,ON,18.70464816,18.12589153
35061261,ON,6.20873771,4.45599146
35060938,ON,8.0289721,5.26310562
35070198,ON,1.70959885,0.86964157
35061500,ON,15.46530824,15.34399707
35061882,ON,19.27746244,17.96061565
35061263,ON,7.39991527,4.91871728
35060939,ON,9.16610682,5.72984337
35070199,ON,1.83391234,0.93336313
35061501,ON,8.19756227,5.6925841
35061883,ON,19.24965763,18.08489456
35061264,ON,12.40806539,8.08361973
35060940,ON,9.4612276,5.73614605
35070200,ON,2.99654686,1.34598659
35061502,ON,10.26402538,11.38764803
35061884,ON,20.1266521,18.53995973
35061266,ON,12.34536025,10.05456344
35060941,ON,9.4163306,5.79622434
35070201,ON,2.80435527,1.3705114
35061503,ON,16.50605176,24.55561298
35061885,ON,19.51226271,18.24434157
35061267,ON,5.6133171,4.07535944
35060942,ON,8.22072631,5.23411846
35070202,ON,2.70726975,1.32099381
35061504,ON,19.51864926,22.58663526
35061886,ON,18.14096079,17.48264073
35061268,ON,2.12348894,1.23743531
35061269,ON,6.57710456,4.66097757
35061270,ON,11.0601037,9.07809813
35061271,ON,10.26148318,11.0259126
35061272,ON,8.47021324,7.92145057
35061273,ON,16.00310672,13.14486421
35061279,ON,7.29261266,4.87791858
35061280,ON,6.30956281,4.88150887
35061281,ON,5.06396176,3.30126607
35061282,ON,7.54278014,4.41915445
35061284,ON,3.96254174,2.50360086
35061285,ON,7.55114154,6.63682914
35061286,ON,13.93583768,11.51336435
35061287,ON,5.34892135,4.06578686
35061288,ON,5.51126936,3.91822533
35061289,ON,4.6032186,3.29333674
35061290,ON,10.05329029,8.5889085
35061291,ON,2.52896946,1.75470154
35061292,ON,4.68881616,2.76258012
35061293,ON,5.43529861,3.48331742
35061294,ON,4.3556034,3.57431937
35061295,ON,5.61721663,3.59686907
35061296,ON,16.81721259,16.29615168
35061297,ON,16.6265945,16.39992942
35061298,ON,11.31283381,12.58332253
35061299,ON,12.57093908,13.30604411
35061300,ON,6.32169758,5.03317168
35061301,ON,7.54010217,5.86656983
35061302,ON,5.51833222,3.8965267
35061303,ON,5.44393314,3.8257682
35061304,ON,13.97602601,17.58442181
35061305,ON,15.61523525,18.45715942
35061306,ON,16.33762985,18.84740183
35061307,ON,4.35959396,3.31105958
35061308,ON,3.86827423,2.91641287
35061309,ON,17.20655442,16.51929716
35061310,ON,16.06394098,15.90192404
35061311,ON,16.32350632,16.40900553
35061312,ON,15.4315506,16.0671886
35061313,ON,16.02851475,16.42775732
35061314,ON,16.20548772,16.49170028
35061315,ON,12.65119889,8.3995589
35061316,ON,11.88327141,8.24882555
35061317,ON,10.62132172,7.20973058
35061318,ON,12.06042119,7.75836106
35061319,ON,8.27284424,4.56452146
35061320,ON,8.28581144,4.64343009
35061321,ON,3.47015743,2.35151685
35061322,ON,4.99302075,3.15949184
35061323,ON,4.47262674,3.60930344
35061325,ON,14.03441093,13.25602104
35061326,ON,13.42771637,12.3034209
35061327,ON,12.97440059,12.34456415
35061328,ON,13.4017397,12.45811203
35061329,ON,11.91422175,11.50091585
35061331,ON,13.00947722,12.19804077
35061332,ON,11.81975251,11.82943428
35061333,ON,13.93479259,13.7422629
35061334,ON,5.24090856,4.1064399
35061335,ON,4.8916794,3.85495913
35061336,ON,6.38909851,3.86777107
35061337,ON,6.51459156,3.9585942
35061338,ON,5.58719687,3.87230283
35061339,ON,5.2391824,2.98465283
35061340,ON,2.97208361,1.5741365
35061341,ON,2.99297431,2.07150926
35060944,ON,10.46707168,7.24572299
35070203,ON,2.21482927,0.94988152
35061505,ON,25.1231056,29.8032992
35061887,ON,17.96976739,17.38705951
35060945,ON,10.85254097,7.2641439
35061506,ON,25.52737685,30.7741254
35070204,ON,1.43904687,0.60897082
35060953,ON,10.9022753,7.65906668
35061888,ON,18.06597988,17.53111128
35061507,ON,19.3689704,22.91188183
35070205,ON,1.66300751,0.81977687
35060954,ON,11.02520577,8.06264822
35061889,ON,18.10804878,18.50813667
35061508,ON,19.55443324,23.15876384
35070206,ON,0.77302264,0.17757752
35060955,ON,10.05362627,6.96464339
35061890,ON,18.64374182,18.95006173
35061509,ON,8.27635453,4.57854068
35070207,ON,2.12450225,1.206905
35060956,ON,10.42961851,7.03661451
35061891,ON,19.22943244,18.90821449
35061510,ON,7.63297417,4.59538614
35070208,ON,1.36293991,0.59009019
35060957,ON,3.91548481,2.20941928
35061892,ON,18.61393526,19.04776622
35061511,ON,7.2055758,4.60804281
35070209,ON,1.12707319,0.64219384
35060961,ON,2.84748678,1.32044139
35061894,ON,4.10497264,2.70777905
35061512,ON,8.37168021,4.98410017
35070210,ON,1.81903878,1.02315074
35060968,ON,4.20034665,2.65442852
35061895,ON,16.55133626,14.11553971
35061514,ON,5.84226052,3.20398506
35070211,ON,2.75703357,1.46617292
35060970,ON,2.31731743,1.64210235
35061896,ON,20.41566606,18.92066681
35061518,ON,5.9097255,3.54590553
35070212,ON,2.932955,1.75469045
35060972,ON,4.14034157,3.15459206
35061897,ON,19.72915125,18.67824733
35061519,ON,4.55849356,2.85293431
35070213,ON,3.00218823,1.65832516
35060973,ON,4.41706588,2.79084318
35061898,ON,19.21741343,18.2022226
35061520,ON,7.59668331,4.58737958
35070214,ON,2.8652066,1.66599451
35060974,ON,7.28762528,4.78042157
35061899,ON,20.06142856,18.67425519
35061521,ON,8.30301109,5.1472483
35070215,ON,2.90425944,1.36168516
35060975,ON,6.6714167,4.06698656
35061900,ON,17.87553916,17.18756477
35061522,ON,9.06787288,5.63886662
35070217,ON,5.68054676,4.71334965
35060976,ON,6.86592367,3.98889194
35061901,ON,17.53239282,17.1412699
35061523,ON,11.22272822,7.47479975
35070218,ON,4.77325254,2.89551214
35060977,ON,6.59067661,3.96038615
35061902,ON,13.71240655,11.84766124
35061524,ON,10.58904859,6.99993663
35061525,ON,10.6471965,6.85310218
35061526,ON,9.67467708,6.40315851
35061530,ON,8.89345484,6.33263179
35061531,ON,7.24955421,5.76479395
35061533,ON,11.44901994,7.43100726
35061534,ON,11.34573385,7.31336457
35061535,ON,10.48711317,6.96781925
35061536,ON,12.80641608,8.14929539
35061537,ON,10.01058539,6.62037666
35061538,ON,11.5392972,7.63707797
35061539,ON,12.41395808,8.17153101
35061540,ON,14.63110578,11.8727478
35061541,ON,14.90884251,12.14560595
35061542,ON,16.081358,18.55561378
35061543,ON,16.81906784,19.2368631
35061544,ON,13.34320649,13.10523033
35061545,ON,10.27376996,11.51295017
35061546,ON,9.8848142,9.21336666
35061547,ON,10.36177122,9.73594574
35061548,ON,6.5108099,4.02091551
35061549,ON,5.56623143,3.75791261
35061550,ON,5.41193988,3.64748197
35061551,ON,6.58554333,4.26690214
35061552,ON,7.32023969,4.67759863
35061553,ON,12.02207636,10.07497569
35061554,ON,8.17447407,6.98949612
35061555,ON,11.84114534,11.4992
35061556,ON,13.98445148,13.04003282
35061557,ON,15.43154679,14.39852826
35061558,ON,15.99200455,15.66719922
35061559,ON,14.84222333,15.69192359
35061560,ON,15.13625408,15.82897712
35061561,ON,14.98492983,14.05803921
35061562,ON,15.05560408,14.05954281
35061563,ON,15.16455156,14.2497766
35061564,ON,15.48441714,14.4462207
35061565,ON,1.73128448,0.89802925
35061566,ON,2.56271396,1.09431668
35061567,ON,1.53095829,0.83489819
35061568,ON,12.78004599,14.97800727
35061569,ON,12.79598769,12.64921475
35061570,ON,13.32364994,12.85072876
35061571,ON,11.40338685,12.04147725
35061572,ON,11.90123508,15.72150457
35061573,ON,12.37155968,12.28721033
35061574,ON,9.6269645,10.07508625
35061575,ON,9.834611,9.73499772
35061576,ON,8.33617994,7.96145446
35061577,ON,8.70472801,10.26105356
35061578,ON,10.46833003,10.75628065
35061579,ON,11.81697029,7.70006358
35061580,ON,11.73015191,8.23711594
35061581,ON,15.38006073,13.43003672
35061582,ON,15.08975373,13.35272129
35070219,ON,8.06028879,6.23967922
35060978,ON,5.82600405,3.53159139
35061903,ON,13.20405678,13.20123995
35070220,ON,10.34951558,9.27398348
35060979,ON,6.26395355,3.83843223
35061904,ON,19.14027653,18.94809306
35070221,ON,13.42041103,14.6564977
35070222,ON,11.32663925,10.92628327
35070223,ON,14.28712301,15.78956376
35070224,ON,20.57138048,24.0750364
35070225,ON,19.6923292,21.92055684
35070226,ON,19.46663924,19.61622407
35070227,ON,19.59916041,19.7465049
35070228,ON,18.37881056,19.17541997
35070229,ON,18.8357001,19.43843553
35070230,ON,20.69722515,20.23899451
35070231,ON,21.16613205,22.79817429
35070232,ON,20.26823743,22.69681016
35070233,ON,22.79256027,22.90538636
35070234,ON,28.47786898,39.19668659
35070235,ON,26.06660013,33.82976444
35070236,ON,27.94552958,33.80358381
35070237,ON,29.78357081,34.6312409
35070240,ON,22.50677364,28.50921865
35070241,ON,8.25356491,7.46106568
35070242,ON,7.27150961,6.81523767
35070244,ON,3.79557686,1.79819701
35070245,ON,3.35396737,1.57585179
35070246,ON,2.79540534,1.42207198
35070247,ON,4.30395771,2.45107027
35070248,ON,4.56812587,2.38650446
35070249,ON,5.16282089,2.58496323
35070250,ON,5.71380051,3.09198609
35070251,ON,14.3703793,11.64594401
35070252,ON,10.03699512,8.15382413
35070253,ON,9.59793094,7.86107883
35070254,ON,16.00679396,19.84017082
35070255,ON,17.30470271,19.70704578
35070256,ON,20.72489385,26.10152637
35070257,ON,23.09050958,23.76017618
35070260,ON,20.09897631,21.21159595
35070261,ON,23.52005069,24.27807663
35070262,ON,25.72805583,27.37414906
35070263,ON,29.72079432,29.20359798
35070264,ON,21.42812227,22.86566496
35070265,ON,21.57419695,24.12988981
35070266,ON,24.49868189,26.81435498
35070267,ON,16.9997575,18.24088731
35070268,ON,22.07428068,22.95590808
35070269,ON,12.73613287,12.70369153
35070270,ON,12.16809172,9.0711806
35070271,ON,9.18739408,6.22563006
35070272,ON,7.5742349,5.60096576
35070273,ON,12.74937452,12.50889804
35070274,ON,13.12896704,13.53549614
35061905,ON,17.75472514,16.71572089
35060984,ON,5.15241598,3.22334761
35061906,ON,17.7034194,15.89360446
35060985,ON,5.2840436,3.18434863
35061907,ON,12.08750739,11.11180526
35060986,ON,5.83899448,3.38445438
35061908,ON,12.29698022,11.02390348
35060987,ON,5.70399995,3.92075422
35061909,ON,12.8274652,11.4222083
35060988,ON,4.40117286,2.62224695
35061910,ON,11.11387517,10.98735598
35060989,ON,5.19535814,3.75592418
35061911,ON,10.58472859,10.77939895
35061912,ON,11.19488136,12.25793785
35061913,ON,13.81709868,15.10588182
35061914,ON,14.63761249,15.65128442
35061915,ON,16.06692591,15.65866193
35061916,ON,10.94085742,10.38107929
35061917,ON,12.5876985,11.84970141
35061919,ON,12.80738528,11.45802134
35061920,ON,11.83327162,11.6685358
35061921,ON,11.90116351,11.31579037
35061926,ON,10.79879031,11.33971947
35061927,ON,11.98118693,12.64797684
35061928,ON,21.55757462,19.49893967
35061929,ON,19.15229305,19.3727709
35061930,ON,15.59022624,15.58497647
35061931,ON,18.40188166,15.03026634
35061932,ON,16.99785214,13.65233243
35061933,ON,12.41257731,12.46551224
35061934,ON,13.69091248,12.18865183
35061935,ON,14.76306433,13.10497625
35061936,ON,10.67596479,10.75224509
35061937,ON,13.89341421,14.46428264
35061938,ON,14.7364451,15.157361
35061939,ON,16.29174984,14.31796799
35070142,ON,9.44811401,11.41591282
35070143,ON,6.43149818,7.44259149
35070144,ON,9.02097229,9.39328195
35070145,ON,4.33614068,4.02611022
35070146,ON,5.54305738,4.60870459
35070147,ON,6.13986566,5.01686211
35070148,ON,7.37449804,5.64173193
35070149,ON,8.8767035,6.46090903
35070150,ON,5.14161316,4.52553687
35070151,ON,5.73459846,6.79488714
35070152,ON,10.37723296,7.91241373
35070153,ON,11.73475857,10.18359959
35070154,ON,14.3539679,12.8047811
35070155,ON,12.91222215,11.84364524
35070156,ON,14.80034294,15.11770141
35070157,ON,16.11065125,15.55148901
35070158,ON,18.21904533,20.47760269
35070159,ON,19.45824728,21.06142103
35070160,ON,11.97167008,14.17262813
35070161,ON,9.67211448,12.05262953
35070162,ON,11.23061101,13.7139143
35070163,ON,3.74242461,4.14638658
35070164,ON,8.38333518,10.74318441
35070165,ON,10.13551241,11.77410297
35070166,ON,6.50180551,7.52884582
35070167,ON,13.17213078,16.15527743
35060990,ON,6.3761569,3.62852935
35060991,ON,7.22357879,4.60948936
35061001,ON,3.67320953,2.68043128
35061018,ON,8.61314308,4.56242208
35061019,ON,6.77282845,4.79040814
35061020,ON,9.59505353,6.12921082
35061026,ON,9.99873911,6.30663205
35061027,ON,9.9328472,6.44750803
35061030,ON,7.1926012,4.85548846
35061031,ON,7.26498469,4.61432264
35061033,ON,1.14355538,0.54484067
35061034,ON,2.36355464,1.63820227
35061035,ON,3.6520568,1.73837712
35061036,ON,3.07490055,1.72737247
35061039,ON,4.93013258,3.03780068
35061041,ON,5.45162919,3.31452548
35061042,ON,5.37954946,3.61334339
35061043,ON,6.04824693,3.87324077
35061044,ON,6.04078779,3.98275648
35061045,ON,6.46451822,4.18312125
35061046,ON,6.63119824,4.80056733
35061047,ON,7.24663484,4.36186289
35061051,ON,4.06404635,2.72951798
35061053,ON,5.46245723,3.00309605
35061054,ON,6.51483804,3.94977213
35061055,ON,6.17699854,3.59141353
35061056,ON,7.71416152,4.89119836
35061057,ON,6.91197309,4.45707363
35061067,ON,4.36834613,2.90245006
35061069,ON,3.26383458,1.99236484
35061070,ON,2.92259679,1.56891275
35061071,ON,3.62191687,2.13185997
35061072,ON,3.24327704,2.13761787
35061073,ON,4.29912292,2.63686545
35061074,ON,3.28800387,2.17137975
35061075,ON,4.02542018,2.63598555
35061076,ON,4.25281617,2.61299977
35061077,ON,4.88307649,2.85285354
35061078,ON,6.19163436,3.80851612
35061079,ON,4.81345995,2.87095793
35061080,ON,4.38860272,2.88031513
35061081,ON,5.94577442,3.56290741
35061082,ON,4.62107441,3.14278407
35061083,ON,4.20360724,2.91441204
35061084,ON,4.41859042,2.61822721
35120099,ON,4.27587601,2.65873352
35120100,ON,3.82442496,2.53202171
35120101,ON,2.55581108,1.82680281
35120102,ON,2.09706849,1.39448855
35120103,ON,2.91845199,1.59676717
35120104,ON,1.6231869,0.99901821
35120105,ON,2.84470657,1.54001174
35120106,ON,2.06337607,1.19071713
35120107,ON,3.55465835,1.94562244
35120108,ON,2.45899732,1.44614912
35120109,ON,2.9622986,1.80094052
35120110,ON,1.91154681,1.09789009
35120111,ON,3.69417535,2.06782072
35120112,ON,3.00773622,1.60462972
35120113,ON,2.87376977,1.44667348
35120114,ON,1.87915809,1.01156269
35120115,ON,0.9265423,0.51727724
35120116,ON,1.16906236,0.5636266
35120117,ON,0.77921337,0.33579565
35120118,ON,1.19098267,0.67305998
35120119,ON,2.48959317,1.11654688
35120120,ON,3.07452359,1.79982783
35120121,ON,2.39762845,1.74572398
35120122,ON,3.74806317,2.46511902
35120123,ON,4.21249667,2.74936286
35120124,ON,4.09790047,2.79321824
35120126,ON,2.26943231,1.89887033
35120129,ON,6.70380884,3.9667653
35120130,ON,5.44440888,3.25938483
35120131,ON,5.79293487,3.66080698
35120132,ON,6.59989159,3.56780378
35120133,ON,7.34669497,3.87328631
35120134,ON,5.49844684,3.16501144
35120135,ON,5.33949194,3.32917213
35120136,ON,4.42683372,2.78138105
35120137,ON,4.80585837,2.9076964
35120138,ON,3.09005145,2.00681543
35120139,ON,3.60261209,2.1903011
35120140,ON,3.23213012,1.84453051
35120282,ON,23.04607276,25.75034736
35120141,ON,8.14182893,4.2598978
35120142,ON,7.08888848,4.63056895
35120143,ON,7.30280357,4.49878387
35120146,ON,9.74397711,5.92330721
35120147,ON,7.26232406,4.34259771
35120148,ON,8.84443804,4.60131563
35120155,ON,9.32999679,5.69980596
35120156,ON,9.17498847,5.58670076
35120157,ON,7.54757327,4.7873958
35120158,ON,7.72034289,4.91282333
35120159,ON,6.87106244,4.48542279
35120160,ON,7.89934945,4.92403435
35120231,ON,8.00261201,4.97263686
35120232,ON,27.67347962,36.71263377
35120233,ON,33.50040676,40.89462587
35120234,ON,18.48812462,20.28940157
35120235,ON,23.52864345,16.4264134
35120236,ON,6.00387877,4.09208011
35120237,ON,4.2831277,3.31411668
35120238,ON,2.83090297,1.41787263
35120239,ON,7.62265596,8.06711225
35120240,ON,7.57687428,8.70510867
35120241,ON,14.39857832,11.72612687
35120242,ON,27.29643071,32.03258899
35120243,ON,18.80112157,20.70575469
35120244,ON,21.91295864,23.54869004
35120245,ON,31.25556423,35.65087816
35120246,ON,12.65790119,14.78072943
35120247,ON,12.07378137,13.77293784
35120248,ON,15.98013932,16.9639677
35120249,ON,20.84914938,25.2921671
35120250,ON,43.52088788,55.08485297
35120251,ON,21.15423731,25.88000874
35120252,ON,52.45879816,53.08566157
35120253,ON,42.13482287,48.11206945
35120254,ON,26.62953584,33.64045307
35120255,ON,49.00755406,56.88014133
35120256,ON,46.08245713,54.62525371
35120258,ON,41.13973459,49.0135995
35120259,ON,34.45269028,40.94335967
35120261,ON,31.03752192,38.08963737
35120262,ON,27.18723395,32.95548795
35120263,ON,30.13087265,31.6364591
35120264,ON,27.85960635,29.71053739
35120265,ON,22.02357384,23.51945416
35120266,ON,19.47004733,20.26692873
35120267,ON,19.97901373,21.03510583
35120268,ON,14.45181492,13.76873337
35120269,ON,15.0682198,12.22429564
35120270,ON,15.61605102,12.69435053
35120271,ON,12.09919823,9.56572148
35100175,ON,4.62577604,1.93908241
35120272,ON,11.82411113,8.22806098
35120273,ON,7.97546181,5.3315111
35120274,ON,13.84615443,10.28797364
35120275,ON,16.1778951,14.6580117
35120276,ON,17.99295281,17.31229893
35120277,ON,17.80489608,16.97794317
35120278,ON,21.49274236,21.0855059
35120279,ON,19.06826826,17.89938661
35140143,ON,8.7302869,10.04562151
35120280,ON,19.52630113,18.60524888
35120281,ON,26.57871089,32.28579277
35140243,ON,7.30693653,9.31024844
35100058,ON,7.3839854,4.19131228
35100318,ON,13.20168638,8.28310598
35090135,ON,6.31918899,5.60598471
35150117,ON,5.84989134,3.57683087
35120386,ON,16.73531371,21.52275804
35120283,ON,22.14118003,26.32124456
35100059,ON,6.44697754,3.33969254
35100320,ON,12.73075584,8.39777549
35140144,ON,8.8910054,9.57446978
35090136,ON,6.95777966,7.17785595
35100176,ON,5.07332526,1.82837836
35120389,ON,13.31737277,16.80353643
35120284,ON,23.95589184,25.86684461
35150120,ON,8.39342255,5.12665405
35100060,ON,6.6173255,3.51802813
35140244,ON,8.59511494,9.77600998
35100321,ON,13.05059998,9.14867921
35140145,ON,8.49009719,8.06707314
35090137,ON,6.10077636,5.22592043
35100177,ON,5.39593638,2.04696039
35120390,ON,9.62430657,9.390817
35120285,ON,21.5641487,25.04992216
35150121,ON,8.80674181,4.9813268
35100061,ON,6.89733806,3.45079146
35140245,ON,8.91396205,10.09499161
35100322,ON,18.35402382,14.07614064
35140146,ON,5.56101755,6.32879169
35090138,ON,12.52606317,10.6500832
35100178,ON,5.77232762,2.23227298
35120391,ON,9.537503,9.85872736
35120286,ON,21.42267453,25.79575783
35150122,ON,7.37054673,4.53989847
35100062,ON,8.3778354,4.38330068
35140246,ON,9.71462765,8.85584189
35100323,ON,10.38737588,6.40217528
35140147,ON,3.93340217,4.10467744
35090139,ON,15.04663979,14.53739247
35100179,ON,6.2272908,2.56720347
35120392,ON,8.81826502,9.30743631
35120287,ON,17.80010603,20.9649853
35150123,ON,8.18509874,4.74350713
35100063,ON,9.30024733,5.11543415
35140247,ON,8.17491345,9.77054527
35100324,ON,12.65183104,7.94587628
35140148,ON,7.26174941,3.75186471
35090140,ON,20.612167,21.09345158
35100180,ON,6.06710355,2.68644748
35120393,ON,26.39801412,32.3791593
35120288,ON,23.04221196,24.63123487
35150124,ON,7.95163072,5.02146051
35100064,ON,7.22854897,3.94485348
35140248,ON,10.06678939,10.83647088
35100325,ON,11.52888051,7.59580834
35140149,ON,5.40152302,3.52623801
35090141,ON,19.1602264,19.36025568
35100181,ON,7.14135926,3.38802094
35120394,ON,31.54510546,35.89693624
35120289,ON,16.18746953,18.93090827
35120290,ON,21.05864266,24.29804532
35120291,ON,29.89848398,33.44945155
35120292,ON,26.57388585,30.71384922
35120293,ON,28.96554331,31.8115121
35120294,ON,35.33663687,39.81218938
35120295,ON,34.01722635,38.27624523
35120296,ON,20.2833084,20.07022978
35120297,ON,15.92953321,16.58287024
35120298,ON,15.75631994,14.72167332
35120299,ON,14.72201824,13.75639103
35120300,ON,14.67909755,15.00300745
35120301,ON,13.21244999,12.6639783
35120302,ON,13.14278115,13.50529783
35120303,ON,19.41331059,18.26293917
35120304,ON,11.82513767,10.90996524
35120305,ON,12.1246157,10.88752829
35120306,ON,15.71735998,18.39361805
35120307,ON,7.87847097,4.78716761
35120308,ON,7.33388096,4.86843844
35120309,ON,6.22749847,3.91195181
35120310,ON,5.73474103,3.47212342
35120311,ON,7.260468,4.36258075
35120312,ON,7.2037027,4.74944072
35120313,ON,4.76203162,3.02366897
35120314,ON,4.5784678,2.71006729
35120315,ON,4.95578343,2.78408404
35120316,ON,3.87485859,2.31579881
35120317,ON,4.24928623,2.4987752
35120318,ON,4.32861606,2.6199874
35120319,ON,4.07106287,2.38059266
35120320,ON,3.27028718,2.03144724
35120321,ON,4.04512091,1.9983854
35120322,ON,5.62356907,2.60557147
35120323,ON,4.59091777,2.3826462
35120324,ON,1.68426498,0.93657007
35120325,ON,1.17012868,0.6847817
35120326,ON,1.88420437,0.98092929
35120327,ON,3.36613392,2.38404729
35120328,ON,1.17688861,0.4168166
35120329,ON,3.57266571,1.8323082
35120330,ON,1.48352843,0.87227476
35120331,ON,4.06212904,2.27720297
35120332,ON,2.02209782,1.1317902
35120333,ON,1.08969514,0.58983263
35120334,ON,0.36913367,0.21402553
35120335,ON,2.70677759,1.44044547
35120336,ON,5.38352633,3.18232864
35120337,ON,4.25342137,2.83947345
35120340,ON,10.04256466,9.40965631
35120341,ON,12.11159536,12.82581488
35120342,ON,11.10781068,12.11455196
35120343,ON,15.13703858,16.14958608
35120344,ON,19.81359916,20.84682253
35120345,ON,10.42709616,9.92254609
35120346,ON,3.58518091,2.56658645
35120347,ON,6.87971512,4.09525315
35120348,ON,6.3288285,3.73855824
35120349,ON,5.32056746,3.11579205
35120350,ON,4.94980702,3.09402312
35120351,ON,5.62053312,3.47363751
35120352,ON,10.23885927,5.91504789
35120353,ON,13.45581799,10.15477174
35120354,ON,11.81344053,8.19083134
35120355,ON,11.92245949,8.69749481
35120356,ON,11.42270515,10.66149974
35120357,ON,11.1907062,8.72966331
35120358,ON,10.17135655,6.64000674
35120359,ON,8.96790954,7.59431432
35120360,ON,11.33241068,9.775695
35120361,ON,12.6482471,11.32113016
35120362,ON,7.42142019,5.57869967
35120363,ON,10.86645514,7.60335995
35120365,ON,6.68278281,3.86162655
35120366,ON,6.04103411,4.32460175
35120367,ON,5.01826663,3.44532896
35120368,ON,6.18564156,4.66375576
35120369,ON,6.96273257,5.33482943
35120371,ON,7.54509222,6.58264937
35120372,ON,9.18755181,8.87870997
35120373,ON,6.31339084,6.38664411
35120374,ON,12.84569042,12.31149923
35120375,ON,8.04770888,5.0827759
35120376,ON,4.61723171,3.42023689
35120377,ON,5.82538824,6.23262494
35120378,ON,11.72797368,11.03156556
35120379,ON,13.53964512,12.30640921
35120380,ON,15.82806884,15.63505392
35120381,ON,16.751476,20.5611461
35120382,ON,19.96796205,25.02772908
35120383,ON,26.4277161,34.57575624
35120384,ON,20.9603558,26.17307321
35120385,ON,19.46426364,24.08204524
35090142,ON,20.69603017,20.94525283
35100328,ON,13.22751225,7.01218838
35140150,ON,3.8121066,2.45776196
35120395,ON,34.02925197,42.53481096
35150125,ON,9.26635342,5.3227861
35140249,ON,9.691417,10.54334612
35120396,ON,40.54776894,41.85351723
35100065,ON,9.38487665,5.48347717
35150126,ON,7.65784655,4.45603536
35090143,ON,12.4650259,11.18055334
35140151,ON,4.00304148,2.37034616
35100329,ON,11.87456452,6.82000721
35140250,ON,9.74437841,10.50162954
35100330,ON,20.88852717,13.91863528
35100331,ON,17.60253332,11.44947902
35100182,ON,5.17430298,2.13821549
35100069,ON,11.68543601,6.93882152
35100332,ON,81.33051028,84.55533893
35150127,ON,13.42528242,9.37248505
35120397,ON,43.38299437,49.62845993
35090144,ON,6.99278989,5.89531407
35140251,ON,10.70128559,11.41014919
35140152,ON,4.03484937,2.20417735
35100183,ON,4.98734193,2.19584797
35100072,ON,11.6220826,7.08412228
35100333,ON,78.89873908,85.67358716
35150128,ON,12.31156116,8.15611585
35120398,ON,38.49970269,48.03931071
35090145,ON,9.12610159,6.6008038
35140252,ON,11.54332673,11.94576807
35140153,ON,6.92991652,3.55728463
35100184,ON,4.40559257,1.86018394
35100073,ON,13.62471365,8.96239909
35110060,ON,55.07423422,69.96670716
35150129,ON,11.35082445,7.24470367
35120399,ON,59.82517412,67.96039932
35090146,ON,14.34399206,14.13514939
35140253,ON,10.65118327,11.3663486
35140154,ON,2.30869946,1.58359446
35140155,ON,3.53305155,2.51305866
35140156,ON,4.09366315,2.85345611
35140157,ON,4.98378758,3.26754304
35140158,ON,5.95519892,3.56922302
35140159,ON,4.89190984,3.16866327
35140160,ON,6.01239918,3.92940856
35140161,ON,6.38742989,3.91068146
35140162,ON,7.01818968,4.26371862
35140163,ON,6.62756347,4.10296886
35140164,ON,7.64546912,4.75342368
35140165,ON,7.72289887,4.37399636
35140166,ON,9.41167577,5.49992614
35140167,ON,7.87968343,4.74325045
35140168,ON,7.76775201,6.04332873
35140169,ON,10.5417363,7.59775393
35140170,ON,11.18326652,9.19134408
35140171,ON,7.9123663,11.70439788
35140172,ON,13.45516909,19.31714236
35140173,ON,15.68119521,21.2803872
35140174,ON,16.8898649,23.94142084
35140175,ON,17.52923447,27.7321453
35140176,ON,20.59867846,28.30362469
35140177,ON,21.17911086,28.71213845
35140178,ON,21.63079774,29.00923031
35140179,ON,22.013455,29.64242408
35140180,ON,21.9442803,31.17922519
35140181,ON,18.559604,20.65514261
35140182,ON,18.61058927,21.87837551
35140183,ON,24.5694397,33.96885102
35140184,ON,19.65923383,21.95779145
35140185,ON,16.22849374,18.78233452
35140186,ON,15.74644829,17.77703308
35140187,ON,17.02443,18.5445274
35140188,ON,12.55821956,12.61069371
35140189,ON,11.93725628,13.42282132
35140190,ON,10.05972392,11.38025638
35140191,ON,12.3783688,13.90812711
35140192,ON,12.61364527,14.04850509
35140193,ON,13.17361047,14.33338418
35140194,ON,13.74885647,14.6125739
35140195,ON,14.12254986,14.88757628
35140196,ON,13.69489712,15.1841052
35140197,ON,17.60070461,16.98332242
