"","DAUID","PRUID","y","x","Population"
"486",10010840,10,47.6010045397314,-52.7575948935163,1173
"487",10010841,10,47.4834120777683,-52.8347787954963,1197
"488",10010842,10,47.4908855166366,-52.8233149442105,852
"489",10010844,10,47.4933939564051,-52.8148147268673,445
"490",10010846,10,47.4942087426977,-52.8032949127467,1204
"491",10020079,10,47.8810542113882,-54.147288585858,502
"492",10020080,10,47.5053202545743,-54.2582052172728,32
"493",10020081,10,47.339285181987,-54.8424573110392,538
"494",10020082,10,47.2962884106276,-55.0006635736183,177
"495",10020083,10,47.3981458680789,-54.8599203793352,233
"496",10020084,10,47.3651572348572,-54.8949838366423,126
"497",10020085,10,47.3535850400971,-54.9197451637333,229
"498",10020086,10,47.5765850511675,-54.847799722782,123
"499",10020087,10,47.557562450266,-54.8592189131285,84
