CSDUID,Total_Sec,Total_Min
2408053,536.2409039574463,9.0
2408065,1062.0660474,18.0
2408073,1338.458087813146,23.0
2408080,867.2001246,15.0
2408902,360.3801648,7.0
2409005,2000.2832850000002,34.0
2409010,2579.7458814,43.0
2409015,2222.8178082,38.0
2409020,2036.0206926,34.0
2409025,2036.5864319072216,34.0
2409030,2008.9649611580837,34.0
2409035,1796.202947805258,30.0
2409040,1617.7407954,27.0
2409048,1573.8982116,27.0
2409055,1757.110296,30.0
2409060,1645.188321,28.0
2409065,1617.170970470561,27.0
2409070,1625.1174732,28.0
2409077,1838.6603874513162,31.0
2409085,2404.204187638938,41.0
2409092,2453.871980209982,41.0
2409902,960.2083794,17.0
2409904,,
2410005,760.0027908000001,13.0
2410010,615.2675453999999,11.0
2410015,627.3902158378228,11.0
2410025,555.0111042000001,10.0
2410030,496.96352798595564,9.0
2410043,653.8856360953838,11.0
2410060,1022.1993973066226,18.0
2410070,376.08613901352237,7.0
2410075,364.9968504,7.0
2410902,337.19826,6.0
2411005,635.4295824,11.0
2411010,1618.4757167734706,27.0
2411015,1603.5713244,27.0
2411020,1769.9616348,30.0
2411025,1343.0042508,23.0
2411030,1199.59512,20.0
2411035,786.5999712,14.0
2411040,287.66189082895664,5.0
2411045,193.90084699899498,4.0
2411050,699.7947132,12.0
2411055,996.2804436,17.0
2411902,,
2412005,1176.5117984638218,20.0
2412010,1451.8202327949007,25.0
2412015,960.8399453746888,17.0
2412020,403.75585882271184,7.0
2412025,395.2885698,7.0
2412030,335.6500229504785,6.0
2412035,277.8257856,5.0
2412043,177.04019203716814,3.0
2412045,85.199844,2.0
2412057,151.5203822577922,3.0
2412065,196.8060979301205,4.0
2412072,827.1667282304504,14.0
2412080,1195.752114464815,20.0
2413005,1946.1306849846742,33.0
2413010,2112.5324538,36.0
2413015,2817.7341180000003,47.0
2413020,2664.1465890000004,45.0
2413025,840.6943954386994,15.0
2413030,1163.7634722,20.0
2413040,690.3042192,12.0
2413045,1407.468453,24.0
2413050,1377.277908,23.0
2413055,1875.5881632,32.0
2413060,1481.3618988,25.0
2413065,1787.0704270784386,30.0
2413073,2135.694549873645,36.0
2413075,1307.7575892,22.0
2413080,680.051734023341,12.0
2413085,595.8957276,10.0
2413090,574.854416580865,10.0
2413095,656.4917043131802,11.0
2413100,1569.6195834,27.0
2414005,867.3672569767242,15.0
2414010,941.112288,16.0
2414018,1362.737203627309,23.0
2414025,1402.2149542464647,24.0
2414030,1359.1655286,23.0
2414035,1550.7189594508204,26.0
2414040,1626.0248531999998,28.0
2414045,1344.5866104,23.0
2414050,1047.0242772,18.0
2414055,899.3847216,15.0
2414060,1202.1026407100244,21.0
2414065,588.0949005117589,10.0
2414070,606.231355351495,11.0
2414075,966.5812754999998,17.0
2414080,365.211504,7.0
2414085,218.67677684065717,4.0
2414090,620.4838696222918,11.0
2414902,2368.8183606,40.0
2414904,,
2415005,3525.9902136000005,59.0
2415013,637.6555380334427,11.0
2415025,941.2859879794678,16.0
2415030,804.5868278202073,14.0
2415035,655.0780425243719,11.0
2415058,2228.694536818262,38.0
2415065,1342.5852702,23.0
2415902,1315.9659258,22.0
2415904,1352.295516,23.0
2416005,1410.8457414000002,24.0
2416013,915.1103365573464,16.0
2416023,598.216862532258,10.0
2416048,1041.7924811819794,18.0
2416050,2074.8088466073295,35.0
2416055,1515.4992437745454,26.0
2416902,,
2417005,969.4839858,17.0
2417010,1509.7594386153035,26.0
2417015,1253.9073816,21.0
2417020,1676.9307324,28.0
2417025,1690.4002061999997,29.0
2417030,1292.2881778383673,22.0
2417035,1260.8508114,22.0
2417040,1504.1111364,26.0
2417045,1235.5916598,21.0
2417055,2229.1197592092994,38.0
2417060,1068.6573054,18.0
2417065,2991.5434135979062,50.0
2417070,3227.4094924559927,54.0
2417078,3397.9904183837493,57.0
2418005,2130.5243138657274,36.0
2418010,983.4959892,17.0
2418015,838.6897975657142,14.0
2418020,836.1163422,14.0
2418025,471.0016458,8.0
2418030,417.4388131787986,7.0
2418035,410.831709,7.0
2418040,518.1047454,9.0
2418045,445.86069150164576,8.0
2418050,637.5649107309573,11.0
2418055,2485.870434937143,42.0
2418060,2615.505725201392,44.0
2418065,3388.4960514488534,57.0
2418070,2767.2908844000003,47.0
2419005,866.5266189741176,15.0
2419010,1221.727014579661,21.0
2419015,1220.7225887999998,21.0
2419020,1039.3380039051824,18.0
2419025,1035.8112758429513,18.0
2419030,1402.84808564374,24.0
2419037,1614.3597836510075,27.0
2419045,1944.2109722951616,33.0
2419050,2023.647608745045,34.0
2419055,2096.7989475427107,35.0
2419062,1648.8957527328391,28.0
2419068,1380.8766807605368,24.0
2419070,2707.3030632320088,46.0
2419075,2753.846299240692,46.0
2419082,2769.6488539603743,47.0
2419090,2598.4648962,44.0
2419097,2346.104392065737,40.0
2419105,1841.1643091076144,31.0
2419110,1475.8256102947087,25.0
2419117,3167.7636018698354,53.0
2420005,2293.01184,39.0
2420010,2026.4571528105882,34.0
2420015,1550.7539262222222,26.0
2420020,1401.6698543006846,24.0
2420025,1193.0520445084337,20.0
2420030,1078.9285329696684,18.0
2421005,2612.8374690638298,44.0
2421010,765.4042632387808,13.0
2421015,,
2421020,327.2547256213034,6.0
2421025,252.24134005474863,5.0
2421030,382.27493250041556,7.0
2421035,1025.091968464271,18.0
2421040,988.104049258407,17.0
2421045,1044.435213529656,18.0
2421902,,
2421904,,
2422005,2056.447986511869,35.0
2422010,1416.0871969510958,24.0
2422015,1553.236737,26.0
2422020,1297.4695500968282,22.0
2422025,1344.8584714134658,23.0
2422030,1691.6847108000002,29.0
2422035,1358.717107869903,23.0
2422040,1242.8056949911074,21.0
2422045,1554.1425067589278,26.0
2422902,,
2423015,1527.108483,26.0
2423027,572.194132959006,10.0
2423057,760.7417584251974,13.0
2423072,663.9348143541267,12.0
2423802,493.31130083236354,9.0
2425213,494.17292575133314,9.0
2426005,1419.5766425752483,24.0
2426010,1356.6487877389832,23.0
2426015,897.1290638478542,15.0
2426022,1214.8150414927184,21.0
2426030,1625.9197259028324,28.0
2426035,1799.4338634765957,30.0
2426040,1730.8704878845833,29.0
2426048,1799.9056545109897,30.0
2426055,2048.1079755344376,35.0
2426063,2020.4869558940961,34.0
2426070,2127.131643298636,36.0
2427008,1709.3827066708172,29.0
2427015,1218.8524758,21.0
2427028,1293.4297080909944,22.0
2427035,1504.7524380452026,26.0
2427043,1716.2827948161948,29.0
2427050,1762.2296646,30.0
2427055,1989.2821956,34.0
2427060,1498.1824058732634,25.0
2427065,1612.9365298292958,27.0
2427070,1612.4328396,27.0
2428005,2921.5936524317103,49.0
2428015,2259.9324096953274,38.0
2428020,2080.770711328865,35.0
2428025,1221.0783254950459,21.0
2428030,1329.3427369945946,23.0
2428035,1348.2529806000002,23.0
2428040,1796.3318256,30.0
2428045,1624.355465684245,28.0
2428053,2232.8047787775076,38.0
2428060,2368.1542464,40.0
2428065,2851.2087294,48.0
2428070,2887.921457018181,49.0
2428075,2497.1823138,42.0
2429005,990.1218228,17.0
2429013,622.5148731061633,11.0
2429020,610.1210652,11.0
2429025,492.2137566,9.0
2429030,446.0968429156787,8.0
2429038,244.06201374713825,5.0
2429045,298.3560185594282,5.0
2429050,383.6236986,7.0
2429057,492.6581413014033,9.0
2429065,491.6819532,9.0
2429073,822.2049713376043,14.0
2429095,1087.6318680000002,19.0
2429100,716.1735421584415,12.0
2429112,1335.866429136806,23.0
2429120,2176.408563693378,37.0
2429125,3415.8392898,57.0
2430005,2565.6205092,43.0
2430010,2494.2359418,42.0
2430015,1283.818695,22.0
2430020,1616.0676942000002,27.0
2430025,1310.1142227740474,22.0
2430030,299.2679258934749,5.0
2430035,302.8702848,6.0
2430040,354.31584239999995,6.0
2430045,424.7817167554755,8.0
2430050,530.6013872370457,9.0
2430055,1102.005501,19.0
2430070,1471.7918916,25.0
2430072,2002.9891845910615,34.0
2430080,620.1288675396438,11.0
2430085,1435.6412545362018,24.0
2430090,1553.0392572250614,26.0
2430095,2394.2649486979144,40.0
2430100,2276.1367212,38.0
2430105,2256.1593084,38.0
2430110,1844.435692046525,31.0
2431008,1547.4822454156822,26.0
2431015,778.2017543557628,13.0
2431020,302.0134568337059,6.0
2431025,168.4661244,3.0
2431030,361.9052124,7.0
2431035,304.46211900000003,6.0
2431040,230.4101267518395,4.0
2431045,164.0863614524176,3.0
2431050,179.9704062,3.0
2431056,248.32584331829145,5.0
2431060,338.61511260000003,6.0
2431084,989.3858585500152,17.0
2431095,1517.8188414,26.0
2431100,980.3066472,17.0
2431105,1409.8370814,24.0
2431122,1105.9735428381673,19.0
2431130,1259.0261676,21.0
2431135,930.1416011169853,16.0
2431140,1910.3463636683543,32.0
2432013,2393.930820225411,40.0
2432023,1882.8784613999999,32.0
2432033,1534.915278761145,26.0
2432040,1474.018773813845,25.0
2432045,926.4997445161582,16.0
2432050,1103.5830018,19.0
2432058,1499.6187131301099,25.0
2432065,1709.1169588234407,29.0
2432072,1719.2386814984004,29.0
2432080,1593.0549678,27.0
2432085,1669.5672186,28.0
2433007,1191.5221036051032,20.0
2433017,943.799148514776,16.0
2433025,1080.535287136339,19.0
2433030,1164.8538986770834,20.0
2433035,1473.1795440101032,25.0
2433040,1456.2020935745454,25.0
2433045,1642.0776797168803,28.0
2433052,1978.3365229775168,33.0
2433060,1598.119212170895,27.0
2433065,1443.427290095088,25.0
2433070,1327.150824705882,23.0
2433080,1909.4774300787094,32.0
2433085,2087.679637733564,35.0
2433090,2363.566843207154,40.0
2433095,2497.466701274911,42.0
2433102,1921.9225055682089,33.0
2433115,1834.9646364070175,31.0
2433123,2898.4194738,49.0
2434007,2339.15629928286,39.0
2434017,1312.87401006035,22.0
2434025,1344.4628635609736,23.0
2434030,1310.4661281110184,22.0
2434038,1209.8363368101882,21.0
2434048,919.4173712022231,16.0
2434058,240.39927064993293,5.0
2434060,60.14999640000001,2.0
2434065,409.58353192471554,7.0
2434078,970.5641735983438,17.0
2434085,838.9839204,14.0
2434090,780.1428371167583,14.0
2434097,455.649306573913,8.0
2434105,1.5146784,1.0
2434115,66.44293982842105,2.0
2434120,152.3454468,3.0
2434128,826.1682295303925,14.0
2434135,2295.346176,39.0
2434902,,
2434904,1182.6695724,20.0
2434906,,
2435005,3221.5374996773007,54.0
2435010,2448.813875328261,41.0
2435015,2300.8601670260305,39.0
2435020,2109.1013653743844,36.0
2435027,2385.7536547044115,40.0
2435035,1663.9253925752746,28.0
2435040,1719.0085296000002,29.0
2435045,1627.2986496,28.0
2435050,1221.8438440839752,21.0
2435055,2068.2513678,35.0
2435902,,
2435904,3515.2653732000003,59.0
2435906,13874.511707999998,232.0
2435908,,
2436033,756.5929921221401,13.0
2437067,553.9989912625425,10.0
2437205,1484.6177572454949,25.0
2437210,1598.2425113730692,27.0
2437215,1165.853924329961,20.0
2437220,946.9505020216935,16.0
2437225,821.9600646,14.0
2437230,944.6650782243007,16.0
2437235,637.1340490770788,11.0
2437240,590.6532003221544,10.0
2437245,645.1099583868132,11.0
2437250,600.9819966,11.0
2438005,2961.256644741985,50.0
2438010,1663.0183775040775,28.0
2438015,901.0446042,16.0
2438020,911.6155056000001,16.0
2438028,1129.411396813383,19.0
2438035,1281.7738794,22.0
2438040,2070.3765961585227,35.0
2438047,2369.7303918,40.0
2438055,2810.3304732,47.0
2438060,2196.715371,37.0
2438065,2381.57594135503,40.0
2438070,1048.4675813483443,18.0
2438802,813.7802807999999,14.0
2439005,1934.360445,33.0
2439010,1470.707534657643,25.0
2439015,1445.4304524,25.0
2439020,841.6420386000001,15.0
2439025,598.9898407301888,10.0
2439030,600.6770823420752,11.0
2439035,530.2736568,9.0
2439043,495.86587430088207,9.0
2439060,405.1717218869817,7.0
2439062,475.63124427428386,8.0
2439077,1088.0278775616832,19.0
2439085,1538.6123559351222,26.0
2439090,941.7536982,16.0
2439097,779.8262815637462,13.0
2439105,359.97379979999994,6.0
2439117,1055.8567879193859,18.0
2439130,581.8176846,10.0
2439135,995.9949507116162,17.0
2439145,1590.005901591631,27.0
2439152,1890.297129582712,32.0
2439165,1810.6471182,31.0
2439170,647.555732681041,11.0
2440005,1099.88337,19.0
2440010,904.9085328,16.0
2440017,297.6898670191156,5.0
2440025,55.0181958,1.0
2440032,87.70072060960334,2.0
2440043,318.63784747906317,6.0
2440047,853.0794627276234,15.0
2441012,2675.061221363447,45.0
2441020,2181.392145,37.0
2441027,2324.5477896,39.0
2441037,2387.7210330000003,40.0
2441038,1495.5497196136976,25.0
2441055,1139.4357648477437,19.0
2441060,1763.4912936717187,30.0
2441065,2595.368671200547,44.0
2441070,2086.5688603969647,35.0
2441075,1763.7932112,30.0
2441080,1853.3695752,31.0
2441085,2138.7191982000004,36.0
2441098,1073.075558768054,18.0
2441117,658.5506108895727,11.0
2442005,1351.135199332913,23.0
2442020,1315.2639469144592,22.0
2442025,1700.5085932697864,29.0
2442032,2232.3320239432837,38.0
2442040,2075.7974124,35.0
2442045,2205.903552,37.0
2442050,2212.3741794,37.0
2442055,2314.936402938289,39.0
2442060,1881.7335685189507,32.0
2442065,1840.6171986,31.0
2442070,1504.282461,26.0
2442075,1242.5773051368612,21.0
2442078,1175.5890024,20.0
2442088,1222.9151848322629,21.0
2442095,1317.0824850520648,22.0
2442098,1258.7259190210495,21.0
2442100,884.811313058545,15.0
2442110,949.123220878558,16.0
2443027,598.4049452512021,10.0
2444003,1512.7235592000002,26.0
2444005,1207.3721364,21.0
2444010,1380.9435978,24.0
2444015,1305.6821142,22.0
2444023,1483.0722,25.0
2444037,1783.473333523469,30.0
2444045,1813.6117158,31.0
2444050,1753.5239388,30.0
2444055,1873.7589486,32.0
2444060,1630.423494,28.0
2444071,2069.47528085211,35.0
2444080,2751.9837840080622,46.0
2445008,757.5321595657224,13.0
2445020,416.464521,7.0
2445025,277.40452588327526,5.0
2445030,143.07549970347912,3.0
2445035,72.02702078084747,2.0
2445043,61.568552399999994,2.0
2445050,9.1068354,1.0
2445055,115.59105259587444,2.0
2445060,216.10452714177308,4.0
2445072,695.8825587431901,12.0
2445080,1908.4585548000002,32.0
2445085,1339.7587946742565,23.0
2445093,1608.3281470946904,27.0
2445095,1529.8209462,26.0
2445100,1553.9259714000002,26.0
2445105,2321.4883455541158,39.0
2445115,566.8330938895147,10.0
2446005,1623.7777103999997,28.0
2446010,2071.031670112734,35.0
2446017,2070.207199825407,35.0
2446025,2610.0402366,44.0
2446030,2004.0260268,34.0
2446035,2406.7737978844407,41.0
2446040,2723.8136667337385,46.0
2446045,2815.926979056834,47.0
2446050,2938.543141373715,49.0
2446058,3016.369318354881,51.0
2446065,2846.071395,48.0
2446070,3019.572525,51.0
2446075,2861.6246569181158,48.0
2446078,2528.249696125808,43.0
2446080,3236.9712636394256,54.0
2446085,2787.1066662,47.0
2446090,3538.456269009203,59.0
2446095,3585.405417000001,60.0
2446100,3980.1730044,67.0
2446105,2462.0553120678733,42.0
2446112,2368.2636164721252,40.0
2447010,2032.5079094433404,34.0
2447017,2224.456635913287,38.0
2447025,2323.5597906103662,39.0
2447030,2299.1734716,39.0
2447035,2179.183806009514,37.0
2447040,1714.2659921674797,29.0
2447047,2220.7613507349433,38.0
2447055,2118.9356834495675,36.0
2448005,1415.1579306,24.0
2448010,1550.1722460689864,26.0
2448015,1326.0848725565918,23.0
2448020,1446.0032412,25.0
2448028,1813.4878636224064,31.0
2448038,2271.1651243143697,38.0
2448045,2416.263118730946,41.0
2448050,1519.7349883036366,26.0
2449005,1024.3760688884126,18.0
2449015,844.2294261910562,15.0
2449020,595.7309895567569,10.0
2449025,629.6243237213333,11.0
2449030,729.3427364645197,13.0
2449040,464.86624450158484,8.0
2449048,492.83614006871187,9.0
2449058,699.8381915581822,12.0
2449070,178.85435402353662,3.0
2449075,298.46116577002346,5.0
2449080,254.63137805694916,5.0
2449085,292.7498322,5.0
2449095,335.7992191699422,6.0
2449100,523.599972,9.0
2449105,677.4475444208956,12.0
2449113,1137.733913907042,19.0
2449125,850.70226510394,15.0
2449130,468.9571038,8.0
2450005,1071.8947150560975,18.0
2450013,1052.516883,18.0
2450023,1362.8291480390744,23.0
2450030,1314.2276046,22.0
2450035,1365.6052686,23.0
2450042,1398.915432235731,24.0
2450050,1406.2092708759824,24.0
2450057,1446.1726956,25.0
2450065,1207.1041842,21.0
2450072,1744.3484123797448,30.0
2450085,1579.5533658,27.0
2450090,1591.4225417940593,27.0
2450095,1707.225846,29.0
2450100,1519.8909432880332,26.0
2450113,1553.7858695466732,26.0
2450128,1734.5092985418337,29.0
2450802,1690.2864258,29.0
2451008,2285.1766871145073,39.0
2451015,1356.7481728253135,23.0
2451020,995.9084394874511,17.0
2451025,1460.5003204350758,25.0
2451030,1493.2993206,25.0
2451035,1534.9541301983775,26.0
2451040,1618.5505258653877,27.0
2451045,1825.9705499200832,31.0
2451050,1779.1310436,30.0
2451055,1801.8717803999998,31.0
2451060,1826.972914662946,31.0
2451065,1913.5962277126378,32.0
2451070,1738.5042388441295,29.0
2451075,2244.886163638262,38.0
2451080,2405.3939104793035,41.0
2451085,2170.681188340846,37.0
2451090,2486.762176688566,42.0
2452007,2084.6094137879372,35.0
2452017,1171.7179709933387,20.0
2452030,1072.9715214582734,18.0
2452035,1097.1345513726403,19.0
2452040,1447.9994607749668,25.0
2452045,1581.6843664710937,27.0
2452050,1437.8968559999998,24.0
2452055,1326.493988349976,23.0
2452062,1320.7881960421744,23.0
2452070,1369.5544105143397,23.0
2452075,1423.7768184,24.0
2452080,1272.109370206493,22.0
2452085,902.7099282174366,16.0
2452090,2261.4316854,38.0
2452095,2497.447736412442,42.0
2453005,330.3884834435779,6.0
2453010,266.3651076,5.0
2453015,143.855778,3.0
2453020,67.15597579790403,2.0
2453025,113.54957491257632,2.0
2453032,171.38927321822402,3.0
2453040,329.25440562557327,6.0
2453050,331.26343943757115,6.0
2453052,625.0280332071948,11.0
2453065,1457.4447313133649,25.0
2453072,986.6437263414747,17.0
2453085,1167.3449328000002,20.0
2454008,1233.2347404788097,21.0
2454017,1099.0653117974664,19.0
2454025,1027.5722410939154,18.0
2454030,1213.094586782545,21.0
2454035,1137.6493410338894,19.0
2454048,553.4030142753053,10.0
2454060,348.8346209584093,6.0
2454065,356.82008050560273,6.0
2454072,461.386916233004,8.0
2454090,504.72846068571425,9.0
2454095,523.5172264984669,9.0
2454100,617.4873366080596,11.0
2454105,588.8534218191268,10.0
2454110,726.173851481448,13.0
2454115,744.05673,13.0
2454120,510.30274259999993,9.0
2454125,486.3335963999999,9.0
2455008,1731.7453076315683,29.0
2455015,1574.9065593636174,27.0
2455023,2058.599765120797,35.0
2455030,1857.3796162654266,31.0
2455037,1639.0464067255193,28.0
2455048,1674.064442627621,28.0
2455057,1617.689164574608,27.0
2455065,1808.5015964511442,31.0
2456005,2212.0609117399686,37.0
2456010,2293.262912566378,39.0
2456015,2106.6301386575456,36.0
2456023,1844.2141251028804,31.0
2456030,1780.9440924,30.0
2456035,1643.0675627139653,28.0
2456042,1647.2172452813627,28.0
2456050,1505.0269746,26.0
2456055,1596.460791669231,27.0
2456060,1651.907232733271,28.0
2456065,1662.9147231610898,28.0
2456083,1996.689322189793,34.0
2456097,1916.4870143552293,32.0
2456105,1648.5406880571427,28.0
2457005,1286.6798464274266,22.0
2457010,1335.2182695235092,23.0
2457020,1178.4799082413301,20.0
2457025,1353.6099452827157,23.0
2457030,1413.4575535870977,24.0
2457033,1433.1134086814723,24.0
2457035,1274.7310030503104,22.0
2457040,1270.0716873451545,22.0
2457045,1128.1790849223578,19.0
2457050,989.5842073055679,17.0
2457057,1354.4897479089336,23.0
2457068,1299.0033309193673,22.0
2457075,1435.3380528735327,24.0
2458007,363.979520862359,7.0
2458012,299.20381258020296,5.0
2458033,253.62833285438992,5.0
2458037,345.3586259248658,6.0
2458227,687.5001412026422,12.0
2459010,1147.9997180908038,20.0
2459015,1434.2905833896261,24.0
2459020,1383.3728106910276,24.0
2459025,858.7355504433755,15.0
2459030,972.3506838,17.0
2459035,1114.4377087495568,19.0
2460005,700.9928099133608,12.0
2460013,707.420370235331,12.0
2460020,1095.5884572098214,19.0
2460028,866.0990035679293,15.0
2460037,736.9542318887538,13.0
2461005,895.2262100378616,15.0
2461013,645.5468626449097,11.0
2461020,375.9914508,7.0
2461025,373.52888749248035,7.0
2461027,630.2504632881006,11.0
2461030,559.1203246418752,10.0
2461035,516.0640211137978,9.0
2461040,720.4631235928606,13.0
2461045,744.9914159879655,13.0
2461050,608.4822285876922,11.0
2462007,9589.558314210066,160.0
2462015,4728.620446906036,79.0
2462020,2671.4201537944705,45.0
2462025,1952.230394557053,33.0
2462030,2040.2968456916994,35.0
2462037,1552.9534883805954,26.0
2462047,1515.1340397843626,26.0
2462053,1412.7342067155598,24.0
2462055,1532.4208520838652,26.0
2462060,1816.2522744367027,31.0
2462065,2128.276300283856,36.0
2462070,2398.1272514936245,40.0
2462075,2353.042076808191,40.0
2462080,2792.9319263703874,47.0
2462085,2239.678604777644,38.0
2462802,1723.3045816350002,29.0
2462902,,
2462904,1651.8458987999998,28.0
2462906,2980.1905734,50.0
2462908,5734.341855000001,96.0
2462910,,
2462912,3684.382275,62.0
2462914,,
2462916,,
2462918,,
2462919,,
2462920,,
2462922,,
2463005,1013.3080204486487,17.0
2463013,1114.203911241841,19.0
2463023,1031.19880537927,18.0
2463030,1452.4871747292889,25.0
2463035,1449.1554743246286,25.0
2463040,1850.7470514,31.0
2463048,1987.93411039226,34.0
2463055,1713.3081311871908,29.0
2463060,1962.3611363719685,33.0
2463065,1749.0278742241044,30.0
2464008,839.5063716306945,14.0
2464015,857.3803167872811,15.0
2465005,581.1029429637316,10.0
2466007,661.9653371112427,12.0
2466023,398.6070255917528,7.0
2466032,833.979072442934,14.0
2466047,638.7771619847508,11.0
2466058,578.9491149663576,10.0
2466062,401.0637352859173,7.0
2466072,337.1162267455639,6.0
2466087,366.7891390253653,7.0
2466092,241.1749044,5.0
2466097,413.09638839813067,7.0
2466102,286.13485717039094,5.0
2466107,304.34871384697834,6.0
2466112,371.12558162151964,7.0
2466117,562.246570645554,10.0
2466127,712.4440312384858,12.0
2466142,453.003739235254,8.0
2467005,1163.5494660300128,20.0
2467010,1051.8155224910886,18.0
2467015,918.5615553057261,16.0
2467020,545.2330303008132,10.0
2467025,287.94249523458217,5.0
2467030,417.69611834917856,7.0
2467035,738.1721593912733,13.0
2467040,640.0846236773565,11.0
2467045,760.4361902034733,13.0
2467050,903.3446311656951,16.0
2467055,1031.077991333724,18.0
2467802,,
2468005,1758.6971263906612,30.0
2468010,1509.5216868,26.0
2468015,1425.024204390376,24.0
2468020,1386.484456794558,24.0
2468025,1173.9379080547121,20.0
2468030,1111.3630604870148,19.0
2468035,1569.1067550951009,27.0
2468040,1720.822875643488,29.0
2468045,1742.0529867714286,30.0
2468050,2233.83164985311,38.0
2468055,2038.5807037234565,34.0
2469005,781.1800163944445,14.0
2469010,973.6505496517431,17.0
2469017,1046.0152334302866,18.0
2469025,833.2590342,14.0
2469030,803.9177267101767,14.0
2469037,316.81521137339803,6.0
2469045,779.4612225829904,13.0
2469050,902.8904136000001,16.0
2469055,1495.313019292019,25.0
2469060,1257.195655249608,21.0
2469065,1161.0394704660036,20.0
2469070,1924.4895040342049,33.0
2469075,904.7554236,16.0
2469802,,
2470005,482.9171866702703,9.0
2470012,718.6261427495763,12.0
2470022,900.1857455974043,16.0
2470030,797.3371662,14.0
2470035,629.6263499889232,11.0
2470040,557.6755995573435,10.0
2470052,392.91786539182465,7.0
2471005,1082.6770511055042,19.0
2471015,1038.156345,18.0
2471020,1089.41515233086,19.0
2471025,1160.1961714779786,20.0
2471033,1224.0885219518343,21.0
2471040,1212.181172206102,21.0
2471045,1157.4877787851765,20.0
2471050,1117.532702673608,19.0
2471055,952.152222,16.0
2471060,1133.8562454740334,19.0
2471065,1295.9310946684695,22.0
2471070,1409.9280467227984,24.0
2471075,1645.8892609895072,28.0
2471083,1218.1573988782147,21.0
2471090,1325.8840599853052,23.0
2471095,1221.4618164,21.0
2471100,1195.491002061911,20.0
2471105,1219.9262289270555,21.0
2471110,1217.1263192343197,21.0
2471115,1163.1219074217531,20.0
2471125,1100.8034375999998,19.0
2471133,1245.6120805196333,21.0
2471140,1335.2121156,23.0
2472005,452.11407673821896,8.0
2472010,434.216363183377,8.0
2472015,729.8225826946205,13.0
2472020,1075.5033064998884,18.0
2472025,1258.2305850116911,21.0
2472032,1139.799693560232,19.0
2472043,258.16743493318387,5.0
2472802,,
2473005,854.7843247482831,15.0
2473010,852.5672593896356,15.0
2473015,741.0721576483123,13.0
2473020,989.8911983773455,17.0
2473025,1395.4270914197011,24.0
2473030,1399.4858234737474,24.0
2473035,941.0061370983377,16.0
2474005,880.9913951072724,15.0
2475005,425.05221536225474,8.0
2475017,746.399661184683,13.0
2475028,704.5015168064268,12.0
2475040,483.8249776131902,9.0
2475045,1162.5707897707564,20.0
2476008,1146.7361154043235,20.0
2476020,350.812218197234,6.0
2476025,455.135300103548,8.0
2476030,397.9923395724578,7.0
2476035,499.64732520000007,9.0
2476043,860.7623205982337,15.0
2476052,1239.103484973361,21.0
2476055,908.4809231629956,16.0
2476065,732.5896752,13.0
2477011,1653.9216444,28.0
2477012,1797.4779166408673,30.0
2477022,1220.2483210790579,21.0
2477030,1288.0097576188723,22.0
2477035,1433.3309766445882,24.0
2477043,1558.8764562573576,26.0
2477050,1184.7736827792646,20.0
2477055,1947.1114086,33.0
2477060,1378.184251650718,23.0
2477065,1956.3757022653244,33.0
2478005,2298.152599004803,39.0
2478010,1864.0966888657072,32.0
2478015,1557.8636484,26.0
2478020,2697.92251461218,45.0
2478032,1284.0466640134866,22.0
2478042,1442.6585483999997,25.0
2478047,992.8579665798413,17.0
2478050,839.0479584000001,14.0
2478055,548.8081944,10.0
2478060,690.763194,12.0
2478065,665.4951014099653,12.0
2478070,608.2230398833334,11.0
2478075,397.3414599133796,7.0
2478095,341.90643891541583,6.0
2478100,199.68928499999998,4.0
2478102,854.3117995416485,15.0
2478115,2350.760420955206,40.0
2478120,1388.861576749801,24.0
2478127,1097.4006996,19.0
2478130,1519.019908430542,26.0
2478802,,
2479005,13371.466147963005,223.0
2479010,6487.538189999999,109.0
2479015,9206.634036,154.0
2479022,5010.3067956,84.0
2479025,4304.5212576,72.0
2479030,1295.8418069284257,22.0
2479037,567.919955446383,10.0
2479047,2535.6228441060334,43.0
2479050,1419.1904898707453,24.0
2479060,1726.042659,29.0
2479065,939.1112148161695,16.0
2479078,268.0930151490468,5.0
2479088,1155.3552045707052,20.0
2479097,1204.9939911455083,21.0
2479105,738.8702711999999,13.0
2479110,1138.2472506,19.0
2479115,627.0770153999999,11.0
2479902,,
2479904,,
2479906,,
2479910,,
2479912,,
2479914,,
2479916,,
2479920,,
2479922,1498.9542828,25.0
2479924,,
2479926,,
2480005,3274.674888,55.0
2480010,2945.6474331507497,50.0
2480015,2819.7555252,47.0
2480020,2307.6191784,39.0
2480027,1843.352309374902,31.0
2480037,1601.9077911725963,27.0
2480045,1346.4376544221434,23.0
2480050,1112.9817208515565,19.0
2480055,1059.2859042,18.0
2480060,1016.8884216,17.0
2480065,864.511404,15.0
2480070,1197.9386532,20.0
2480078,1952.3783503749855,33.0
2480085,2849.3524092,48.0
2480090,2882.5058334,49.0
2480095,3951.4070658,66.0
2480103,2867.830116,48.0
2480110,1549.120308,26.0
2480115,3014.7383616,51.0
2480125,1826.7834618,31.0
2480130,1894.3985274,32.0
2480135,2646.267489,45.0
2480140,2920.2953634,49.0
2480145,1369.099851,23.0
2481017,509.4582692675644,9.0
2482005,1095.266256063422,19.0
2482010,1671.3719526,28.0
2482015,1131.113692034739,19.0
2482020,793.0794795792647,14.0
