CSDUID,Total_Sec,Total_Min
2482025,1018.5864710808751,17.0
2482030,1094.7455400999347,19.0
2482035,1130.3994511321446,19.0
2483005,16589.662134,277.0
2483010,13609.581006711765,227.0
2483015,2907.6520958603664,49.0
2483020,1401.4579248,24.0
2483032,877.415742160606,15.0
2483040,173.009589,3.0
2483045,132.5871336,3.0
2483050,339.6901926,6.0
2483055,439.4568984,8.0
2483060,528.71021740713,9.0
2483065,969.482654673729,17.0
2483070,1885.3514635092904,32.0
2483075,2197.9917978,37.0
2483085,2334.5864376,39.0
2483088,1943.6248422,33.0
2483090,1531.5219738,26.0
2483095,1798.779741042968,30.0
2483802,2223.302749901661,38.0
2483804,,
2483902,,
2483904,,
2483906,,
2483908,,
2483912,,
2484005,6652.715288081734,111.0
2484010,3076.407552948202,52.0
2484015,3265.6211766926726,55.0
2484020,2230.6572096,38.0
2484025,1850.954157,31.0
2484030,1973.7943599574467,33.0
2484035,1999.5253122,34.0
2484040,1690.8605472299998,29.0
2484045,1096.8303984,19.0
2484050,1026.0986567999998,18.0
2484055,1042.1332519365994,18.0
2484060,734.0327398527439,13.0
2484065,206.04485614266665,4.0
2484070,794.9690094,14.0
2484082,879.9130063845151,15.0
2484090,1482.338613,25.0
2484095,2795.4497532,47.0
2484100,2026.7132381999998,34.0
2484902,3105.4892964,52.0
2485005,2106.0011790701856,36.0
2485010,727.9138386,13.0
2485015,407.6376546000001,7.0
2485020,776.203578818644,13.0
2485025,126.83162925487012,3.0
2485030,163.1518872,3.0
2485037,1362.3934161825816,23.0
2485045,1644.6638906202531,28.0
2485052,1792.730560840549,30.0
2485055,1664.1363900000001,28.0
2485060,1685.4495383999997,29.0
2485065,1520.9053398,26.0
2485070,2460.7499622,42.0
2485075,1527.4150536,26.0
2485085,917.8600194,16.0
2485090,3945.050738898716,66.0
2485095,5000.4584574,84.0
2485100,6984.996791999999,117.0
2485105,7506.322512,126.0
2485802,7782.093815999999,130.0
2485803,6503.631678,109.0
2485804,1066.1771256,18.0
2485806,95.42832,2.0
2485905,539.196192,9.0
2485907,798.7932408,14.0
2486042,776.0466951093376,13.0
2487005,1681.3752312,29.0
2487010,974.7543072000001,17.0
2487015,1331.3557242000002,23.0
2487020,1020.1492686,18.0
2487025,1700.3099707064937,29.0
2487030,1154.0882269696067,20.0
2487035,745.4754095999999,13.0
2487042,901.4007304583519,16.0
2487050,443.5301634,8.0
2487058,307.6826479137026,6.0
2487070,339.8228304,6.0
2487075,590.2860552000001,10.0
2487080,594.6434448,10.0
2487085,442.274655066383,8.0
2487090,1057.543126183202,18.0
2487095,2851.3049376,48.0
2487100,1587.4797708,27.0
2487105,2326.0703934,39.0
2487110,1931.8311942,33.0
2487115,2050.819486811568,35.0
2487120,419.0483148,7.0
2487902,,
2487904,710.0224245,12.0
2488005,2613.7203684,44.0
2488010,3039.7417494,51.0
2488015,2639.486166,44.0
2488022,2285.0823754111784,39.0
2488030,2721.2123262,46.0
2488035,1479.049016781271,25.0
2488040,966.5530956,17.0
2488045,684.0252684000001,12.0
2488050,298.2417456,5.0
2488055,340.28680631758573,6.0
2488060,1786.220025035088,30.0
2488065,829.8786779999999,14.0
2488070,1406.6569674,24.0
2488075,867.1462581506494,15.0
2488080,959.3292371999999,16.0
2488085,1230.9346054199243,21.0
2488090,1442.2478304,25.0
2488802,2167.8178716,37.0
2488902,1977.9897845999997,33.0
2488904,1539.2379612,26.0
2489008,982.2271980784258,17.0
2489010,1027.354523598261,18.0
2489015,4924.555925818122,83.0
2489040,1391.1234491010066,24.0
2489045,402.9727977554077,7.0
2489050,332.2336134,6.0
2489802,366.0956599190661,7.0
2489804,438.85676819299607,8.0
2489902,,
2489908,,
2489910,,
2489912,,
2490012,3008.6423281774273,51.0
2490017,2167.839315,37.0
2490027,1075.957632,18.0
2490802,2854.5084182464097,48.0
2490804,20259.456948,338.0
2491005,1445.910154983094,25.0
2491010,1567.3810248,27.0
2491015,1555.0547471999998,26.0
2491020,1603.9131854268876,27.0
2491025,1056.5748153978047,18.0
2491030,197.54630025793102,4.0
2491035,213.54852037630437,4.0
2491042,815.0982250866488,14.0
2491050,4288.419531988521,72.0
2491802,2358.3384206522387,40.0
2491902,1500.3272682,26.0
2492005,8936.708862,149.0
2492010,1861.7665194000003,32.0
2492015,1828.694285360218,31.0
2492022,641.9949636612333,11.0
2492030,575.5080019870702,10.0
2492040,4066.18137647663,68.0
2492045,1383.265790368421,24.0
2492050,1824.5305248,31.0
2492055,1434.6295646946955,24.0
2492060,1525.6106478,26.0
2492065,1730.778816,29.0
2492070,1791.9138383999998,30.0
2492902,2965.085553,50.0
2492904,2775.3099738,47.0
2493005,2605.748860475578,44.0
2493012,1171.392231600728,20.0
2493020,783.01734228912,14.0
2493025,362.40065047127746,7.0
2493030,295.54845159407313,5.0
2493035,341.7998495363344,6.0
2493042,745.318158756711,13.0
2493045,4538.558809967078,76.0
2493055,2078.1594186763555,35.0
2493060,1686.4240656,29.0
2493065,1725.6038752363636,29.0
2493070,804.2919562513076,14.0
2493075,378.8979138041958,7.0
2493080,358.022214,6.0
2493902,,
2493904,,
2493906,,
2493908,245.9461194,5.0
2494068,657.3150378213719,11.0
2494205,464.716807365,8.0
2494210,1189.528896,20.0
2494215,1346.8008960000002,23.0
2494220,2066.5659006,35.0
2494225,1132.5564576000002,19.0
2494230,565.7812296,10.0
2494235,420.5062031720524,8.0
2494240,289.56231976223336,5.0
2494245,382.35857204259014,7.0
2494250,365.3125155426557,7.0
2494255,1579.5938159198042,27.0
2494260,1215.6205254,21.0
2494265,933.4614894269831,16.0
2494926,,
2494928,334.0047384,6.0
2494930,432.3812454,8.0
2495005,1738.4871647027026,29.0
2495010,330.13729390118766,6.0
2495018,108.477675,2.0
2495025,541.3620466876254,10.0
2495032,1532.444296214379,26.0
2495040,556.8209082607843,10.0
2495045,893.978763873859,15.0
2495050,3416.4561772081893,57.0
2495802,1924.9429086000002,33.0
2495902,,
2496005,8539.700034,143.0
2496010,870.0756342,15.0
2496015,612.0862428,11.0
2496020,458.1997766829893,8.0
2496025,1248.2688385416623,21.0
2496030,931.3991150410042,16.0
2496035,1480.9790591249462,25.0
2496040,1907.4453780328765,32.0
2496802,2392.200068437068,40.0
2496902,3948.8072027999997,66.0
2497007,530.1221249818062,9.0
2497022,430.57124974465927,8.0
2497035,876.0472123845746,15.0
2497040,,
2497802,1023.7575504929032,18.0
2497804,240.00833726086955,5.0
2497806,,
2497808,,
2497810,,
2497902,,
2497904,733.0451873999999,13.0
2497906,,
2497908,,
2497912,,
2497914,,
2498005,484.58609816363634,9.0
2498010,34483.0972285318,575.0
2498012,3358.0560960000003,56.0
2498014,23841.004296,398.0
2498015,32864.51578588818,548.0
2498020,,
2498025,28915.286346,482.0
2498030,6139.7442059999985,103.0
2498035,7069.906176,118.0
2498040,,
2498045,115.27880280000001,2.0
2498050,48.316422,1.0
2498055,,
2498802,,
2498804,,
2498806,4167.7244232,70.0
2498808,28990.952046,484.0
2498904,,
2498912,,
2499005,87.8435562,2.0
2499010,,
2499015,,
2499020,,
2499025,597.3842199111112,10.0
2499030,,
2499035,,
2499040,,
2499045,,
2499050,,
2499055,,
2499060,,
2499065,,
2499070,,
2499075,,
2499080,,
2499085,,
2499090,,
2499095,19938.033255908547,333.0
2499100,,
2499105,,
2499110,,
2499115,,
2499120,378.411945,7.0
2499125,,
2499130,,
2499135,,
2499140,,
2499802,3631.4911224,61.0
2499804,219.26788460536048,4.0
2499806,237.7041458952681,4.0
2499808,272.242833,5.0
2499810,304.631409,6.0
2499812,345.3870888,6.0
2499814,385.2809142,7.0
2499816,,
2499818,474.9456498,8.0
2499877,,
2499878,,
2499879,,
2499883,,
2499885,,
2499887,,
2499888,,
2499889,,
2499890,,
2499891,,
2499892,,
2499893,,
2499894,,
2499902,,
2499904,,
3501005,774.0358893155739,13.0
3501007,,
3501011,333.1631721271039,6.0
3501012,784.1671876373623,14.0
3501020,843.1817545287034,15.0
3501030,542.6044182383757,10.0
3501042,1232.1700719058651,21.0
3501050,1184.0390208298297,20.0
3502001,1424.4958694118782,24.0
3502008,1170.292412486286,20.0
3502010,1725.74275975146,29.0
3502023,2024.5420445008544,34.0
3502025,1867.6358351883148,32.0
3502036,1453.6801750755633,25.0
3502044,366.85688193303025,7.0
3502048,706.3817843796102,12.0
3506008,632.0098214905137,11.0
3507004,372.55245474427716,7.0
3507006,686.3047777163281,12.0
3507008,1170.3350081901422,20.0
3507014,438.41767340467266,8.0
3507015,628.0623113911828,11.0
3507017,279.16781868439307,5.0
3507021,1435.6663447523867,24.0
3507024,1552.892665874345,26.0
3507033,1443.2248578,25.0
3507040,2641.549065508922,45.0
3507042,1843.4519801542406,31.0
3507052,1628.7466824516746,28.0
3507065,1563.5419356567133,27.0
3509001,702.4835707161982,12.0
3509004,273.27719708078666,5.0
3509010,163.57503441813515,3.0
3509015,810.9520784109367,14.0
3509021,1334.0961568106045,23.0
3509024,2107.1728953777188,36.0
3509028,2108.929786812511,36.0
3509030,1677.2014057053054,28.0
3509039,1809.9550619345302,31.0
3510005,606.8598978665285,11.0
3510010,771.367733608887,13.0
3510020,1535.4099704025464,26.0
3510035,673.8899242914555,12.0
3510045,3372.869771142144,57.0
3511005,1203.8494949919746,21.0
3511015,663.5854904693407,12.0
3511030,670.3374501062868,12.0
3511035,3046.895277245778,51.0
3512001,289.2472334637726,5.0
3512002,173.88590986811676,3.0
3512004,155.11521683502957,3.0
3512005,883.0040272544967,15.0
3512015,713.1678055907731,12.0
3512020,681.3829935122633,12.0
3512026,428.6569546221621,8.0
3512030,572.9046194949068,10.0
3512036,1274.3418457953426,22.0
3512046,800.192840743942,14.0
3512048,1801.5363405964865,31.0
3512051,2056.0388016,35.0
3512054,2355.503103,40.0
3512058,2880.8772699305205,49.0
3512061,1374.7157881787455,23.0
3512065,553.8177023527808,10.0
3512076,1044.6728538462487,18.0
3513020,1602.9198543046919,27.0
3514004,586.9837591888504,10.0
3514014,1365.5368268458442,23.0
3514019,388.8650257189257,7.0
3514020,831.8775881708224,14.0
3514021,527.8636460751304,9.0
3514024,845.5034618731432,15.0
3514027,432.5904569214022,8.0
3514045,695.0029819843157,12.0
3515003,2291.8854276629886,39.0
3515005,2347.7895103388464,40.0
3515008,2256.3770155900293,38.0
3515013,2416.403223840216,41.0
3515014,2293.6642834760423,39.0
3515015,1837.2155321728837,31.0
3515019,2456.0889222,41.0
3515023,2687.984026479088,45.0
3515030,2369.495816252213,40.0
3515037,2215.491088372471,37.0
3515044,2280.838088099301,39.0
3516010,1046.2709166530974,18.0
3518001,351.42964073042157,6.0
3518005,452.83931492197905,8.0
3518009,599.3757465425997,10.0
3518013,645.6796314964745,11.0
3518017,591.7323878530806,10.0
3518020,649.4795029271673,11.0
3518022,1743.0802486895998,30.0
3518029,687.8068876565412,12.0
3518039,608.2600711943661,11.0
3519028,864.1034384104086,15.0
3519036,570.0279953010426,10.0
3519038,446.12454818938136,8.0
3519044,757.7217856633563,13.0
3519046,630.2802423157549,11.0
3519048,695.0573025130996,12.0
3519049,669.6109374460323,12.0
3519054,568.4792614291827,10.0
3519070,567.6385724482641,10.0
3519076,732.8003748000001,13.0
3520005,399.86283038455184,7.0
3521005,503.8621275403832,9.0
3521010,617.73073640334,11.0
3521024,585.6988047862734,10.0
3522001,1759.1040773110954,30.0
3522008,1328.1935811383407,23.0
3522010,502.2768044534926,9.0
3522012,394.97873544583376,7.0
3522014,824.2484028190142,14.0
3522016,1244.4526757974797,21.0
3522019,1216.975399430843,21.0
3522021,602.5624133215478,11.0
3523001,189.39137573172204,4.0
3523008,551.8984668935523,10.0
3523009,590.4465219658084,10.0
3523017,801.7627369268007,14.0
3523025,727.3346410853183,13.0
3523033,515.2218968417382,9.0
3523043,493.7154745742468,9.0
3523050,598.4638496309548,10.0
3524001,611.5119533320001,11.0
3524002,568.2328753766898,10.0
3524009,485.8757487666805,9.0
3524015,431.6395842589697,8.0
3525005,558.2369403694034,10.0
3526003,592.410957208334,10.0
3526011,242.7070495261518,5.0
3526014,302.20887248023814,6.0
3526021,475.50917649469386,8.0
3526028,365.14398592720977,7.0
3526032,427.54209509898834,8.0
3526037,698.0727835446339,12.0
3526043,397.99922521101297,7.0
3526047,238.0689699611065,4.0
3526053,504.46887697406635,9.0
3526057,821.6533878000466,14.0
3526065,396.5545430686425,7.0
3528018,1038.750977278637,18.0
3528035,510.16864559999993,9.0
3528037,,
3528052,1200.763608067361,21.0
3529005,308.5705898824289,6.0
3529006,544.8940985883597,10.0
3529020,,
3529021,679.321512,12.0
3530004,1052.5501782068368,18.0
3530010,531.6154368414951,9.0
3530013,523.1998785803764,9.0
3530016,788.7392181934962,14.0
3530020,434.8515989067059,8.0
3530027,624.521190698233,11.0
3530035,702.6489862883068,12.0
3531011,645.740779035177,11.0
3531013,321.6537677723517,6.0
3531016,220.50230724662873,4.0
3531025,255.1568444858597,5.0
3531030,641.515087016451,11.0
3531040,667.973537252761,12.0
3532002,937.962946422276,16.0
3532004,482.8623272523126,9.0
3532012,265.8947005034155,5.0
3532018,317.1868639055576,6.0
3532027,203.1887758364395,4.0
3532038,1037.2483732048718,18.0
3532042,689.8450140721593,12.0
3532045,510.05232704700603,9.0
3534005,285.5920404972379,5.0
3534010,214.0885256624194,4.0
3534011,317.2866139798676,6.0
3534020,619.6012821098647,11.0
3534021,1056.0086138936413,18.0
3534024,1058.3494118879405,18.0
3534030,1365.5449966891617,23.0
3534042,783.8989271096442,14.0
3536020,657.8915922925896,11.0
3536029,793.6633181999999,14.0
3537001,710.0472762,12.0
3537003,546.6620656052427,10.0
3537013,312.0730037135495,6.0
3537016,173.43158270282802,3.0
3537028,152.0084525455705,3.0
3537034,282.2933291449895,5.0
3537039,774.8086637006157,13.0
3537048,863.91585963,15.0
3537064,755.3735384968819,13.0
3538003,289.17558054085544,5.0
3538004,,
3538007,226.9035532792683,4.0
3538015,133.99562511860958,3.0
3538016,246.02115974293804,5.0
3538018,177.4783266,3.0
3538019,236.71737896846832,4.0
3538025,354.46485720000004,6.0
3538030,764.6944235894068,13.0
3538031,1111.0095872011398,19.0
3538035,793.1282944382282,14.0
3538040,1070.5135367870662,18.0
3538043,1470.3119330806371,25.0
3538056,2728.931016,46.0
3539002,657.2825418,11.0
3539005,524.1587953725776,9.0
3539015,359.68229586329016,6.0
3539017,,
3539018,897.370881372093,15.0
3539021,,
3539027,368.3678624051931,7.0
3539033,248.55672223437236,5.0
3539036,651.7201429575028,11.0
3539041,691.6367138211829,12.0
3539047,560.3616792783129,10.0
3539060,887.5615905898944,15.0
3540005,670.6896289671271,12.0
3540010,405.88747292339525,7.0
3540025,364.44059885893057,7.0
3540028,533.9568922867148,9.0
3540040,482.8397234461942,9.0
3540046,277.1888248396539,5.0
3540050,844.0703657420055,15.0
3540055,1053.6409448224463,18.0
3540063,984.1047593845003,17.0
3541004,868.828654895306,15.0
3541015,875.3372740561183,15.0
3541024,585.3496154366155,10.0
3541032,325.1410429349142,6.0
3541043,998.6473625069578,17.0
3541045,400.1575808458009,7.0
3541055,675.256966363708,12.0
3541056,317.4813786,6.0
3541057,657.631587,11.0
3541060,522.1685964,9.0
3541069,1117.668263457902,19.0
3542004,578.8044213208591,10.0
3542005,330.1686802158559,6.0
3542015,829.8998534039906,14.0
3542029,950.5097374850006,16.0
3542037,827.4503079032203,14.0
3542045,469.3205981481789,8.0
3542047,734.4344646626382,13.0
3542053,773.1654987287028,13.0
3542059,558.0525757710716,10.0
3543003,781.967547813923,14.0
3543005,319.1514219378696,6.0
3543007,908.5281134045689,16.0
3543009,635.1812348314179,11.0
3543014,992.1099818354106,17.0
3543015,1003.3347567396404,17.0
3543017,1076.3693371181555,18.0
3543019,386.6639003629951,7.0
3543021,847.1552449772312,15.0
3543023,489.57135330486165,9.0
3543031,1182.0484121003426,20.0
3543042,558.823393714941,10.0
3543050,396.246429139479,7.0
3543052,1060.581892766077,18.0
3543064,1325.7635127291528,23.0
3543068,612.9957099041648,11.0
3543069,377.9769762,7.0
3543070,809.5289742,14.0
3543071,402.6798874041656,7.0
3543072,943.2135630988392,16.0
3543074,965.3825471940394,17.0
3544002,517.215810910922,9.0
3544018,529.440662433077,9.0
3544027,1230.3478344678374,21.0
3544042,1394.8831935492979,24.0
3544053,2142.7511257569786,36.0
3544065,1321.727546839407,23.0
3544071,,
3544073,1479.6052236535213,25.0
3546005,1823.2129720753003,31.0
3546015,934.8452715738919,16.0
3546018,901.5407387503865,16.0
3546024,926.0180548568087,16.0
3547002,693.8831391857723,12.0
3547003,1485.6829952731655,25.0
3547008,1541.322116533869,26.0
3547020,1731.0504168340206,29.0
3547030,1898.7371420632546,32.0
3547033,2217.179842284398,37.0
3547035,2202.1947287955363,37.0
3547037,2285.1623958,39.0
3547043,2461.676153685075,42.0
3547046,2406.6418698590196,41.0
3547048,2296.8708460208786,39.0
3547056,2441.5462699245672,41.0
3547064,1517.3693700508354,26.0
3547070,753.9915089018323,13.0
3547075,267.5864075167619,5.0
3547076,1712.8546164380286,29.0
3547090,1786.6519448535182,30.0
3547096,2581.1762752708023,44.0
3547098,2523.432732,43.0
3548001,474.8505864170616,8.0
3548013,303.61123278329933,6.0
3548019,197.8855386,4.0
3548021,288.2415325770335,5.0
3548022,388.5122526,7.0
3548027,284.96858966225534,5.0
3548031,230.9984336268293,4.0
3548034,133.49219922143146,3.0
3548044,637.0522160609092,11.0
3548055,1564.8024338436126,27.0
3548069,1243.4499468,21.0
3548072,2315.9918784,39.0
3548073,2283.5445828,39.0
3548091,2960.4287364,50.0
3548094,1690.1869769728473,29.0
3549003,1306.4601528768183,22.0
3549005,2424.389583,41.0
3549012,1583.0737600379273,27.0
3549014,1656.315553731396,28.0
3549018,3557.8060410000003,60.0
3549019,2712.9215300829337,46.0
3549022,2531.379672109718,43.0
3549024,2399.31984,40.0
3549028,2365.6287366380548,40.0
3549031,1720.0957855425656,29.0
3549032,2202.665402277017,37.0
3549036,2538.7673959557346,43.0
3549039,1668.5949073261395,28.0
3549043,949.0048540559042,16.0
3549046,461.87276920574715,8.0
3549048,337.9306968223881,6.0
3549051,192.966183,4.0
3549054,353.6062280842105,6.0
3549056,407.7018122501363,7.0
3549060,717.9853755372982,12.0
3549066,1591.9100258209887,27.0
3549071,4143.474459577275,70.0
3549072,3177.3178266,53.0
3549073,4607.560843200001,77.0
3549075,3667.9860798,62.0
3549076,5145.6430038,86.0
3549077,775.4505888,13.0
3549078,782.617917,14.0
3549093,,
3549095,1476.5311067999999,25.0
3549096,1644.318081196954,28.0
3551001,2770.935405,47.0
3551006,615.6828708818791,11.0
3551011,603.0380203000001,11.0
3551017,1843.3483462900417,31.0
3551021,2673.8963052,45.0
3551026,1210.5337272742574,21.0
3551027,298.17020940000003,5.0
3551028,443.80656539999995,8.0
3551034,784.0902947999999,14.0
3551040,2249.5266666,38.0
3551041,2126.4489234,36.0
3551042,2161.8163476,37.0
3551043,2570.4000559735337,43.0
3551044,5133.1805418,86.0
3551045,4877.145582599999,82.0
3551094,7069.344036,118.0
3551100,2128.4584986,36.0
3552001,7029.809978570155,118.0
3552004,1984.6077974462785,34.0
3552013,243.85032484453473,5.0
3552023,1437.5149817716406,24.0
3552026,182.78318280474446,4.0
3552028,1609.9911186000002,27.0
3552031,1522.3991844,26.0
3552036,1595.3385288000002,27.0
3552037,681.5962542,12.0
3552051,2060.6929368,35.0
3552052,2041.1683254,35.0
3552053,2596.9480518,44.0
3552054,2673.9606054,45.0
3552056,3509.07636,59.0
3552058,,
3552092,2635.676440167868,44.0
3552093,1638.3317677523776,28.0
3553005,1041.5308846435157,18.0
3553040,382.5098568,7.0
3554001,3361.2734688,57.0
3554006,2926.3737486,49.0
3554008,1909.3811440422649,32.0
3554014,1383.8587602,24.0
3554020,562.2367426432427,10.0
3554021,61.40866439999999,2.0
3554024,279.0209436,5.0
3554026,141.19373819999998,3.0
3554029,300.6056322,6.0
3554032,920.176263,16.0
3554034,739.8527622,13.0
3554036,1154.9003849789824,20.0
3554038,768.0230838,13.0
3554042,1244.5294812000002,21.0
3554044,707.8649532,12.0
3554049,458.7976896,8.0
3554052,450.16045905270454,8.0
3554054,542.7232812000001,10.0
3554056,314.51963820000003,6.0
3554057,293.7099678,5.0
3554058,258.06605412538863,5.0
3554062,228.4662585020134,4.0
3554066,671.9766588,12.0
3554068,1470.2025454125678,25.0
3554091,798.7497726,14.0
3554094,2258.0647672325235,38.0
3556014,2893.0561632072313,49.0
3556027,728.0922808846518,13.0
3556031,1033.7393732837031,18.0
3556033,514.1229605999999,9.0
3556042,908.9518842599999,16.0
3556048,966.0389011694999,17.0
3556052,359.2237578,6.0
3556056,547.7056543057909,10.0
3556066,567.9606888110214,10.0
3556070,328.27855190013213,6.0
3556073,432.67295579999995,8.0
3556076,757.3081632133176,13.0
3556077,406.86076256900367,7.0
3556091,373.696875,7.0
3556092,,
3556093,907.0930659793548,16.0
3556094,264.2545094694768,5.0
3556095,156.4527522,3.0
3556096,,
3556098,260.876571,5.0
3556100,,
3556102,115.8830238,2.0
3556106,13437.882194619047,224.0
3557001,495.87558,9.0
3557004,384.04576260000005,7.0
3557006,326.8261602,6.0
3557008,227.62293869705474,4.0
3557011,278.74875012845666,5.0
3557014,368.5996254,7.0
3557016,468.68602680000004,8.0
3557019,450.63662579999993,8.0
3557021,429.0104976,8.0
3557026,479.0328576,8.0
3557028,427.8400593571429,8.0
3557035,544.0258847129032,10.0
3557038,638.6702555947398,11.0
3557039,710.3301725462687,12.0
3557040,751.8945036,13.0
3557041,733.4177340349278,13.0
3557051,465.62869382696624,8.0
3557061,855.6970324148979,15.0
3557066,210.8366544,4.0
3557071,188.2227924,4.0
3557072,234.09364860000002,4.0
3557073,510.3179662710145,9.0
3557074,1082.9297064,19.0
3557075,,
3557076,5323.295039519113,89.0
3557077,,
3557078,287.1417258,5.0
3557079,769.6720741093749,13.0
3557091,5439.892268516337,91.0
3557092,,
3557094,421.13680080000006,8.0
3557095,518.2166762692563,9.0
3557096,4871.814397542768,82.0
3558001,786.9910486259705,14.0
3558003,776.6817864,13.0
3558004,1650.6415718051376,28.0
3558011,5020.434989013455,84.0
3558012,315.5150039999999,6.0
3558016,70.559862,2.0
3558019,80.7842736,2.0
3558028,1183.616046106067,20.0
3558034,7195.958916,120.0
3558041,4394.123322955307,74.0
3558044,9735.024369117313,163.0
3558051,12519.915089618864,209.0
3558054,11971.36492848691,200.0
3558059,5488.952165677439,92.0
3558060,4171.7598834,70.0
3558061,2353.0417625669293,40.0
3558062,886.3863588,15.0
3558063,896.2360416,15.0
3558064,848.1487116000001,15.0
3558065,886.4998464,15.0
3558066,914.7989450106384,16.0
3558067,1169.999475,20.0
3558068,1028.3234652,18.0
3558069,1467.8720646,25.0
3558074,1766.6209320000003,30.0
3558075,2769.533199073799,47.0
3558076,358.50942960000003,6.0
3558077,,
3558080,177.000996,3.0
3558085,208.7237358,4.0
3558090,4792.338003811221,80.0
3558092,,
3558097,2385.3094392000003,40.0
3558100,,
3559001,8577.273496510219,143.0
3559011,9732.168394893082,163.0
3559012,10838.935848647736,181.0
3559016,11255.900488659898,188.0
3559019,11396.792486436878,190.0
3559024,11543.899698055046,193.0
3559026,11226.022938,188.0
3559031,14823.396648,248.0
3559040,11581.498248,194.0
3559042,11394.567359329785,190.0
3559046,,
3559047,13388.094348,224.0
3559051,11358.268800000002,190.0
3559052,12463.47063,208.0
3559053,12382.152864,207.0
3559060,10805.067636,181.0
3559061,14562.079416,243.0
3559062,,
3559063,8512.294782,142.0
3559064,8370.051102,140.0
3559066,8329.530072,139.0
3559068,8524.412682,143.0
3559069,8689.826363999999,145.0
3559089,9139.87728,153.0
3559090,9881.058611940969,165.0
3560001,11287.920522,189.0
3560004,64427.295534590165,1074.0
3560005,77784.4032,1297.0
3560008,43751.581044,730.0
3560010,45618.4444382692,761.0
3560021,24076.00763856522,402.0
3560024,24733.79943,413.0
3560027,7210.470157144287,121.0
3560032,6776.111668285715,113.0
3560034,7019.347577996917,117.0
3560042,7134.579780360527,119.0
3560046,6267.2651940000005,105.0
3560049,6267.265194,105.0
3560050,,
3560051,6556.405632,110.0
3560052,5487.6770706,92.0
3560053,5150.8355616,86.0
3560054,5683.573599,95.0
3560055,6114.984126,102.0
3560056,6165.679631999999,103.0
3560057,6206.077260000001,104.0
3560058,6728.570448,113.0
3560059,9624.413808,161.0
3560060,9430.290114,158.0
3560061,9438.460458,158.0
3560063,10364.635518,173.0
3560064,10159.639332,170.0
3560065,10931.671637020409,183.0
3560066,10159.639332,170.0
3560067,12171.895674,203.0
3560068,11245.740696,188.0
3560069,12712.332665999997,212.0
3560070,10507.140798,176.0
3560071,10168.448286,170.0
3560075,12096.805226787172,202.0
3560076,12288.549738,205.0
3560077,,
3560078,,
3560079,12374.959805999999,207.0
3560080,12474.208965509433,208.0
3560081,,
3560082,12343.565970000001,206.0
3560083,12537.693474,209.0
3560084,12710.75382,212.0
3560085,12795.76233,214.0
3560086,19328.054952,323.0
3560088,15338.312676,256.0
3560089,16367.222603999999,273.0
3560090,,
3560091,,
3560093,10507.140798,176.0
3560095,11006.419032,184.0
3560096,33531.441612,559.0
3560097,,
3560098,59683.203264,995.0
3560100,59472.382752,992.0
3560104,59474.58015,992.0
4601035,1870.45231542461,32.0
4601039,1020.1419557189365,18.0
4601043,351.48516040000004,6.0
4601046,2179.2688172896937,37.0
4601051,1443.7201890523747,25.0
4601057,935.8771777641875,16.0
4601060,5589.802201677068,94.0
4601070,3546.1679712,60.0
4601071,2052.9179212633107,35.0
4601075,1869.444082383051,32.0
4601078,957.80181,16.0
4601079,,
4601094,5051.2524396,85.0
4602024,1087.5848687793189,19.0
4602026,1330.0768524,23.0
4602027,1479.0689256,25.0
4602032,1181.2213050116386,20.0
4602037,1170.3623493535633,20.0
4602041,876.9582999660084,15.0
4602044,622.6917531515555,11.0
4602046,267.4321536628552,5.0
4602053,789.2094053155092,14.0
4602057,554.071513187321,10.0
4602061,494.7109163995849,9.0
4602069,1056.6219370441593,18.0
4602075,520.2615291192394,9.0
4603030,410.2793655183098,7.0
4603040,472.20024373667684,8.0
4603041,869.2535173760097,15.0
4603047,430.9192374911925,8.0
4603050,473.59973325900313,8.0
4603053,590.8642823517775,10.0
4603058,1040.0942958498024,18.0
4603062,185.80835064104804,4.0
4603065,922.2639157775009,16.0
4603067,950.921043994633,16.0
4603072,576.0961582596146,10.0
4603074,251.31243528188824,5.0
4604034,1089.1819579471323,19.0
4604040,770.9124726909629,13.0
4604052,415.9839881721557,7.0
4604057,802.0792071995976,14.0
4604064,362.92803937190087,7.0
4604068,,
4605025,704.0087835969887,12.0
4605032,509.4594219897791,9.0
4605038,293.4012112903924,5.0
4605044,179.82383946738463,3.0
4605052,104.64014931123918,2.0
4605056,1514.5448938264287,26.0
4605062,611.7486528625394,11.0
4605071,808.4431885443693,14.0
4606016,1160.022654297821,20.0
4606023,226.5162440421941,4.0
4606029,262.774653,5.0
4606031,490.84157459061134,9.0
4606034,1522.2301133946119,26.0
4606040,1658.9324842018923,28.0
4607039,343.614870205699,6.0
4607040,,
4607046,946.0283810409557,16.0
4607052,441.1311240522969,8.0
4607057,496.8351475154259,9.0
4607060,441.95122803480734,8.0
4607062,394.4959936176253,7.0
4607066,188.64442859202924,4.0
4607068,593.6892629851485,10.0
4607071,1582.386138825235,27.0
4607072,,
4607076,721.5229105351082,13.0
4608032,1832.449767820339,31.0
4608042,253.13239665303027,5.0
4608046,860.2589895603065,15.0
4608055,481.69069956963807,9.0
4608060,1187.8214205319891,20.0
4608069,886.342393287067,15.0
4609018,1297.8418742924912,22.0
4609024,358.5651152911151,6.0
4609025,224.9516443280899,4.0
4609026,309.3405948,6.0
