ED_ID,Province,PRUID,ED_Name,x,y,lat,lng,Address,City,Postal_Code
605,Quebec,QC,PONTIAC HOSPITAL CENTRE/CENTRE DE SANTÉ DU PONTIAC,-76.48349905,45.60649454,45.60649454,-76.48349905,200 RUE ARGUE,SHAWVILLE,J0X2Y0
606,Quebec,QC,PAVILLON HÔTEL-DIEU D'ALMA (1964),-71.66349083,48.55002251,48.55002251,-71.66349083,300 BOUL CHAMPLAIN,ALMA,G8B5W3
607,Quebec,QC,MCGILL UNIVERSITY HEALTH CENTRE - ROYAL VICTORIA HOSPITAL,-73.60264681,45.47171413,45.47171413,-73.60264681,1001 boul. Decarie,MONTREAL,h4a3j1
608,Quebec,QC,RENE-RICHARD HEALTH CENTRE,-74.85506978,49.78094221,49.78094221,-74.85506978,32 3RD AVENUE,CHAPAIS,G0W1H0
609,Quebec,QC,RADISSON HEALTH CENTRE,-77.61997389,53.79144349,53.79144349,-77.61997389,199 AVENUE JOLLIET,Regional Government of Eeyou Istchee Baie-James,J0Y2X0
610,Quebec,QC,RCM OF RIVIERE-DU-LOUP,-69.53725705,47.82015299,47.82015299,-69.53725705,75 RUE SAINT HENRI,RIVIÈRE-DU-LOUP,G5R2A4
611,Quebec,QC,ST-MARY'S HOSPITAL CENTER,-73.62477537,45.49535461,45.49535461,-73.62477537,3830 AV LACOMBE,MONTRÉAL,H3T1M5
612,Quebec,QC,VERDUN HOSITAL,-73.56428225,45.46372588,45.46372588,-73.56428225,4000 BOUL LASALLE,MONTRÉAL,H4G2A3
614,Quebec,QC,VAL-D'OR HOSPITAL,-77.79482308,48.09567851,48.09567851,-77.79482308,725 6TH ST,VAL-D'OR,J9P3Y1
615,Saskatchewan,SK,ARCOLA HEALTH CENTRE,-102.4855353,49.63760178,49.63760178,-102.4855353,607 PRAIRIE AVE,ARCOLA,S0C0G0
616,Saskatchewan,SK,ASSINIBOIA UNION HOSPITAL,-105.9682444,49.61405135,49.61405135,-105.9682444,501 6 AVE E,ASSINIBOIA,S0H0B0
617,Saskatchewan,SK,ALL NATIONS' HEALING HOSPITAL,-103.7870286,50.76171038,50.76171038,-103.7870286,450 8TH ST E,FORT QU'APPELLE,S0G1S0
618,Saskatchewan,SK,BATTLEFORDS UNION HOSPITAL,-108.288717,52.77343402,52.77343402,-108.288717,1092 107 ST,NORTH BATTLEFORD,S9A1Z1
619,Saskatchewan,SK,BROADVIEW UNION HOSPITAL,-102.5844175,50.3745198,50.3745198,-102.5844175,901 NINA ST,BROADVIEW,S0G0K0
620,Saskatchewan,SK,CANORA HOSPITAL,-102.4666275,51.64356588,51.64356588,-102.4666275,1219 MAIN ST,CANORA,S0A0L0
621,Saskatchewan,SK,DAVIDSON & DISTRICT HEALTH CENTRE,-105.9853402,51.26720745,51.26720745,-105.9853402,900 GOVERNMENT RD,DAVIDSON,S0G1A0
622,Saskatchewan,SK,CYPRESS REGIONAL HOSPITAL,-107.7749298,50.30969613,50.30969613,-107.7749298,2004 SASKATCHEWAN DR,SWIFT CURRENT,S9H5M8
623,Saskatchewan,SK,DR. F. H. WIGMORE REGIONAL HOSPITAL,-105.5239587,50.42014346,50.42014346,-105.5239587,55 DIEFENBAKER DR,MOOSE JAW,S6J0C2
624,Saskatchewan,SK,HERBERT INTEGRATED FACILITY,-107.2183794,50.42652406,50.42652406,-107.2183794,405 HERBERT AVE,HERBERT,S0H2A0
625,Saskatchewan,SK,HUDSON BAY HOSPITAL,-102.387622,52.85410698,52.85410698,-102.387622,614 PRINCE STREET,HUDSON BAY,S0E0Y0
626,Saskatchewan,SK,HUMBOLDT DISTRICT HEALTH COMPLEX,-105.1214012,52.21199181,52.21199181,-105.1214012,515 14TH AVE,HUMBOLDT,S0K2A0
627,Saskatchewan,SK,INDIAN HEAD UNION HOSPITAL,-103.6775827,50.53678879,50.53678879,-103.6775827,300 HOSPITAL ST,INDIAN HEAD,S0G2K0
628,Saskatchewan,SK,KAMSACK HOSPITAL AND NURSING HOME,-101.8246737,51.62264436,51.62264436,-101.8246737,341 STEWART ST,KAMSACK,S0A1S0
629,Saskatchewan,SK,KERROBERT HOSPITAL/BUENAVISTA LODGE INTEGRATED FACILITY,-109.133642,51.92106349,51.92106349,-109.133642,115 MANITOBA AVE,KERROBERT,S0L1R0
630,Saskatchewan,SK,BIGGAR UNION HOSPITAL,-107.9508757,52.05872175,52.05872175,-107.9508757,501 1 AVE W,BIGGAR,S0K0M0
631,Saskatchewan,SK,KINDERSLEY HOSPITAL,-109.1634738,51.47131039,51.47131039,-109.1634738,1003 1 ST W,KINDERSLEY,S0L1S2
632,Saskatchewan,SK,LANIGAN HOSPITAL,-105.024126,51.85079067,51.85079067,-105.024126,36 DOWNING DR,LANIGAN,S0K2M0
633,Saskatchewan,SK,LA RONGE HEALTH CENTRE,-105.287351,55.1051805,55.1051805,-105.287351,227 BACKLUND ST,LA RONGE,S0J1L0
634,Saskatchewan,SK,KIPLING MEMORIAL HEALTH CENTRE,-102.6068053,50.07801806,50.07801806,-102.6068053,906 INDUSTRIAL DRIVE,KIPLING,S0G2S0
635,Saskatchewan,SK,LA LOCHE HEALTH CENTRE,-109.4526789,56.49444727,56.49444727,-109.4526789,DENE ROAD,LA LOCHE,S0M1G0
636,Saskatchewan,SK,MAIDSTONE HOSPITAL,-109.2939912,53.09029846,53.09029846,-109.2939912,214 5 AVE,MAIDSTONE,S0M1M0
637,Saskatchewan,SK,LEADER INTEGRATED HEALTH FACILITY,-109.6074375,50.90487496,50.90487496,-109.6074375,400 1 ST W,LEADER,S0N1H0
638,Saskatchewan,SK,LLOYDMINSTER HOSPITAL,-109.9895333,53.27362569,53.27362569,-109.9895333,3820 43 AVE,LLOYDMINSTER (PART),S9V1Y5
639,Saskatchewan,SK,MELFORT HOSPITAL,-104.6159857,52.86580846,52.86580846,-104.6159857,510 BROADWAY AVE N,MELFORT,S0E1A0
640,Saskatchewan,SK,NIPAWIN HOSPITAL,-104.0236292,53.35608811,53.35608811,-104.0236292,800 6 ST W,NIPAWIN,S0E1E0
641,Saskatchewan,SK,OUTLOOK UNION HOSPITAL,-107.0614055,51.48376448,51.48376448,-107.0614055,500 SEMPLE ST,OUTLOOK,S0L2N0
642,Alberta,AB,NORTHWEST HEALTH FACILITY - MEADOW LAKE HOSPITAL,-108.4333871,54.12367644,54.12367644,-108.4333871,711 CENTRE STREET,MEADOW LAKE,T0L2B0
643,Saskatchewan,SK,PASQUA HOSPITAL,-104.639817,50.45504591,50.45504591,-104.639817,4101 DEWDNEY AVE,REGINA,S4T1A5
644,Saskatchewan,SK,PARKLAND INTEGRATED HEALTH CENTRE,-106.388424,53.223136,53.223136,-106.388424,100 DR JL SPENCER DR,SHELLBROOK,SOJ2E0
645,Saskatchewan,SK,PORCUPINE CARRAGANA HOSPITAL,-103.2611591,52.5991341,52.5991341,-103.2611591,WINDSOR AVE,PORCUPINE PLAIN,S0E1H0
646,Saskatchewan,SK,REGINA GENERAL HOSPITAL,-104.60183,50.44396998,50.44396998,-104.60183,1440 14 AVE,REGINA,S4P0W5
647,Saskatchewan,SK,ROSTHERN HOSPITAL,-106.333029,52.66646585,52.66646585,-106.333029,2016 2 ST,ROSTHERN,S0K3R0
648,Saskatchewan,SK,PREECEVILLE HOSPITAL,-102.710996,51.94928524,51.94928524,-102.710996,712 7 ST NE,PREECEVILLE,S0A3B0
649,Saskatchewan,SK,ROYAL UNIVERSITY HOSPITAL,-106.6435658,52.12950848,52.12950848,-106.6435658,103 HOSPITAL DR,SASKATOON,S7N0W8
650,Saskatchewan,SK,ROSETOWN  HEALTH CENTRE,-107.943861,51.52398533,51.52398533,-107.943861,409 HWY 4 NORTH,ROSETOWN,S0L2V0
651,Saskatchewan,SK,SASKATOON CITY HOSPITAL,-106.6517696,52.1366108,52.1366108,-106.6517696,701 QUEEN ST,SASKATOON,S7K0M7
652,Saskatchewan,SK,SASKATCHEWAN HOSPITAL - NORTH BATTLEFORD,-108.2660287,52.74322778,52.74322778,-108.2660287,1 JERSEY ST,NORTH BATTLEFORD,S9A2X8
653,Saskatchewan,SK,SHAUNAVON HOSPITAL AND CARE CENTRE,-108.4158136,49.64987116,49.64987116,-108.4158136,660 4 ST W,SHAUNAVON,S0N2M0
654,Saskatchewan,SK,SOUTHEAST INTEGRATED CARE CENTRE,-101.6708526,50.1373388,50.1373388,-101.6708526,601 WRIGHT RD,MOOSOMIN,SOG3N0
655,Saskatchewan,SK,RIVERSIDE HEALTH COMPLEX,-108.9554654,53.38794132,53.38794132,-108.9554654,1ST ST S,TURTLEFORD,S0M2Y0
656,Saskatchewan,SK,ST JOSEPH'S HOSPITAL/FOYER D'YOUVILLE- GRAVELBOURG,-106.5621236,49.8754775,49.8754775,-106.5621236,216 BETTEZ ST,GRAVELBOURG,S0H1X0
657,Saskatchewan,SK,ST JOSEPH'S HOSPITAL- ÎLE A LA CROSSE,-107.8994986,55.44577452,55.44577452,-107.8994986,LA JEUNESSE AVE,ILE A LA CROSSE,S0M1C0
658,Saskatchewan,SK,ST. ANTHONY’S HOSPITAL,-102.0830855,50.64997763,50.64997763,-102.0830855,216 ANCONA STREET,ESTERHAZY,S0A0X0
659,Saskatchewan,SK,SOUTHWEST INTEGRATED HEALTHCARE FACILITY,-109.6159331,49.81805958,49.81805958,-109.6159331,102 5TH AVE W,MAPLE CREEK,S0N1N0
660,Saskatchewan,SK,ST. JOSEPH’S HOSPITAL,-103.0127276,49.15130139,49.15130139,-103.0127276,1174 NICHOLSON ROAD,ESTEVAN,S4A2V3
661,Saskatchewan,SK,TISDALE HOSPITAL,-104.0451508,52.86319947,52.86319947,-104.0451508,2010 110 AVE,TISDALE,S0E1T0
662,Saskatchewan,SK,ST. PAUL'S HOSPITAL,-106.6963656,52.12616799,52.12616799,-106.6963656,1702 20TH ST W,SASKATOON,S7M0Z9
663,Saskatchewan,SK,UNITY UNION HOSPITAL,-109.229223,52.4311352,52.4311352,-109.229223,AIRPORT RD,UNITY,S0K4L0
664,Saskatchewan,SK,WADENA  HOSPITAL,-103.7694432,51.94004331,51.94004331,-103.7694432,433 5 ST NE,WADENA,S0A4J0
665,Saskatchewan,SK,WEYBURN GENERAL HOSPITAL,-103.8530196,49.66832543,49.66832543,-103.8530196,201 1 AVE NE,WEYBURN,S4H0N1
666,Saskatchewan,SK,WOLSELEY MEMORIAL UNION HOSPITAL,-103.2920606,50.41752558,50.41752558,-103.2920606,801 QUIMET ST,WOLSELEY,S0G5H0
667,Saskatchewan,SK,WYNYARD HOSPITAL,-104.1674545,51.76817477,51.76817477,-104.1674545,300 10 ST E,WYNYARD,S0A4T0
668,Saskatchewan,SK,YORKTON REGIONAL HEALTH CENTRE,-102.4810259,51.20290735,51.20290735,-102.4810259,270 BRADBROOKE DR,YORKTON,S3N2K6
669,Saskatchewan,SK,WATROUS DISTRICT HEALTH COMPLEX,-105.4979746,51.62214132,51.62214132,-105.4979746,702 4TH ST EAST,WATROUS,S0K4T0
670,Saskatchewan,SK,VICTORIA HOSPITAL,-105.7698031,53.19878895,53.19878895,-105.7698031,1521 6TH NW,PRINCE ALBERT,S6V4N9
671,Newfoundland and Labrador,NL,CALDER HEALTH CARE CENTRE,-57.62212325,47.61315844,47.61315844,-57.62212325,7 PEDDLE PLACE,BURGEO,A0M1A0
